kg1_treated_rep1	kg1_treated_rep2	kg1_treated_rep3	kg1_DMSO_rep1	kg1_DMSO_rep2	kg1_DMSO_rep3	molm14_treated_rep1	molm14_treated_rep2	molm14_treated_rep3	molm14_DMSO_rep1	molm14_DMSO_rep2	molm14_DMSO_rep3	ociaml2_treated_rep1	ociaml2_treated_rep2	ociaml2_treated_rep3	ociaml2_DMSO_rep1	ociaml2_DMSO_rep2	ociaml2_DMSO_rep3	ociaml3_treated_rep1	ociaml3_treated_rep2	ociaml3_treated_rep3	ociaml3_DMSO_rep1	ociaml3_DMSO_rep2	ociaml3_DMSO_rep3	thp1_treated_rep1	thp1_treated_rep2	thp1_treated_rep3	thp1_DMSO_rep1	thp1_DMSO_rep2	thp1_DMSO_rep3
uc011csy.1-x0-0	0	202.13658755732	294.393969837616	159.307890574344	102.692880797928	322.155657098344	177.761537182382	260.670197860484	246.105812399882	153.655695808621	0	340.956031955784	153.025174999021	348.759840974915	133.508696985105	110.905498512579	0	236.13203224851	128.612844877297	0	297.25798317594	0	121.120345258564	253.379356770041	16.6031392985882	257.086478784277	233.671500847872	124.285789519584	139.189005169365	289.776847959417
uc011csz.1-x0-0	858.951309629368	573.11667766252	717.965579858351	865.052986230618	665.73315827622	770.173747030657	701.583557396627	579.858195240669	715.541577954411	844.125545910338	815.847589707501	806.909714181071	748.01121726495	474.977688184885	624.424647382489	757.216851913474	691.069940868323	692.335646022745	362.12554135764	621.199575554314	434.6751165977	687.896662416501	434.608297692496	381.542170950237	651.561034095948	464.120722760996	546.085695635727	653.502699732007	484.916534138433	485.207745420419
uc011cta.1-x0-0	171.700366446059	109.39156503102	36.0386894713775	60.1582244126894	116.8574160804	23.1508619979579	85.8392213770439	0	0	94.8088335840426	160.071362537548	0	102.687946380922	0	63.5603605264017	104.531619287719	79.3796553700101	29.9505702668147	79.1772826275861	121.114382655244	0	82.7490754998929	39.1859940542414	0	132.825114388706	86.4538601221463	0	94.8848500633385	157.148876804122	0
uc011ctb.1-x0-0	0	0	0	2.22808238565516	0	0	0	0	0	0	0	1.76053028548597	0	0	0	0	0	0.868132471501874	0	0	0	0	0	2.94627159034932	0	0	0	0	0	0
DAC+SB.740.2-x1-0	0.449477399073453	2.37807750067436	0.468034928199707	0	0	0	0	0	0	0	0	0	0.503372286180989	3.32152229499919	0	0	0	0	0.803830280483108	0	1.14993417089339	0	0	0	0.897466989112876	0	0	0	0	0
DAC+SB.740.1-x1-0	1.34843219722036	0	0.936069856399415	0	3.54113382061819	0.978205436533434	1.35179876184321	0	0	0	15.4907770197627	0	1.00674457236198	0	1.27759518646034	0.637387922486089	0	0.434066235750937	1.60766056096622	7.81383113904797	1.14993417089339	1.43911435651988	0	0.982090530116439	1.79493397822575	2.27510158216174	2.0452647776619	0.66820316946013	0	0.561583038681041
DAC+SB.742.1-x1-0	0	0	0	0.557020596413791	0	0	1.35179876184321	0	0	0	0	0	0.503372286180989	0	0	0	0	0.868132471501874	0	0	0	0.719557178259938	3.56236309584013	0	0	0	0	0	0	0
DAC+SB.742.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011ctd.2-x0-0	972.219614195878	775.253265219841	1044.18592481355	947.492034499859	966.729533028767	1118.7409509154	716.453343776902	585.177995197006	854.727384453059	989.28113939763	877.810697786552	1007.61016672647	1029.8996975263	963.241465549766	920.507331844672	1061.25089093934	849.829251608343	1091.67658291361	580.365462508804	589.944250998122	699.734942988625	619.538730481807	537.91682747186	598.58417810597	456.361963963897	420.893792699923	506.20303247132	558.617849668669	457.976726686297	502.616819619531
uc003kfm.3-x0-0	4.94425138980798	0	0	3.89914417489654	17.705669103091	3.58675326728926	0	0	6.32662756812035	4.57697817302274	0	0	1.51011685854297	0	3.19398796615084	0	0	1.30219870725281	0	0	1.72490125634008	2.15867153477982	0	5.40149791564042	3.14113446189506	0	0	2.00460950838039	0	1.68474911604312
uc003kfn.3-x0-0	4.94425138980798	0	0	0	0	0	12.8420882375105	10.6395999126728	0	9.15395634604549	0	7.62896457043922	2.01348914472396	0	0.958196389845251	4.46171545740262	28.0163489541212	1.30219870725281	1.60766056096622	0	17.8239796488475	0	7.12472619168026	0	4.48733494556438	0	5.62447813857022	2.67281267784052	8.97993581737838	8.98532861889665
uc003kfp.1-x0-0	3.59581919258762	4.75615500134871	4.21231435379737	1.67106178924137	0	2.28247935191134	3.37949690460803	0	5.69396481130831	6.53854024717535	0	4.10790399946727	3.02023371708593	3.32152229499919	6.70737472891676	5.09910337988871	9.33878298470707	9.54945718652061	2.00957570120777	0	3.44980251268016	4.31734306955963	0	4.41940738552398	6.28226892379013	2.27510158216174	7.15842672181664	6.6820316946013	8.97993581737838	8.98532861889665
uc011cte.1-x0-0	1.34843219722036	0	0.468034928199707	2.78510298206896	3.54113382061819	0.978205436533433	0	0	0	0	0	0	0	0	0.319398796615084	0	0	0	0	0	0	0	0	0	0.448733494556438	0	0	0	0	0
uc011cti.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kfw.1-x0-0	250.358911283913	242.563905068784	252.738861227842	261.242659718068	208.926895416473	237.051784119935	147.34606504091	170.233598602765	169.553618825625	227.541200601702	180.725731897231	223.587346256719	174.166811018622	162.754592454961	177.266332121372	182.292945831021	168.098093724727	196.197938559424	177.646491986767	97.6728892380997	132.817396738186	169.815494069345	224.428875037928	146.331488987349	131.927647399593	145.606501258352	118.62535710439	147.004697281229	107.759229808541	117.932438123019
uc010jad.4-x0-0	693.094149371264	539.823592653079	694.095798520166	737.495269651859	630.321820070038	802.128457957415	494.082447453694	505.38099585196	514.987484044996	731.008799634204	588.649526750982	667.240978199184	279.371618830449	312.223095729924	222.301562444098	331.441719692766	298.841055510626	288.219980538622	271.292719663049	203.159609615247	220.212393726083	344.66788838651	288.551410763051	297.573430625281	127.889045948585	159.257110751322	142.657218241917	168.387198703953	161.638844712811	142.080508786303
uc010jag.3-x0-0	889.965250165436	720.55748270433	955.259288455603	905.715489768824	754.261503791675	1084.50376063673	452.176685836554	340.467197205531	497.905589611071	524.390927823463	598.976711430823	599.753983922222	669.988512906896	680.912070474835	582.583405025913	727.897007479113	555.657587590071	742.253263134102	526.910748856677	511.805939607642	619.814518111535	737.546107716437	651.912446538744	753.263436599309	781.245014022758	648.403950916097	809.924851954112	854.631853739506	606.145667673041	785.093088076095
DAC+SB.743.1-x1-0	33.2613275314355	40.4273175114641	44.4633181789722	33.9782563812413	28.3290705649455	27.3897522229361	31.0913715223939	47.8781996070278	27.8371612997295	34.0004092853118	36.1451463794462	29.3421714247662	40.7731551806601	33.2152229499919	28.1070941021274	20.3964135195548	46.6939149235353	29.5165040310637	38.1819383229476	15.6276622780959	20.6988150760809	41.0147591608165	32.0612678625612	36.3373496143083	38.5910805318537	40.9518284789114	42.9505603308999	42.0967996759882	53.8796149042703	37.0644805529487
DAC+SB.743.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC.117.2-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011ctk.1-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kgp.3-x0-0	793.777086763717	720.55748270433	833.102172195479	628.319232754756	400.148121729856	551.055729247168	508.952233833969	383.025596856222	502.966891665568	396.235538978826	392.433017833988	450.695753084409	431.893421543289	365.367452449911	384.875549921176	335.266047227683	317.51862148004	353.763982137014	510.432228106773	472.736783912402	557.143105797846	523.118068594975	431.045934596656	504.79453247985	363.025397096158	311.688916756159	383.998462006021	320.069318171402	246.948234977905	294.831095307546
uc003kgt.4-x0-0	133.045310125742	166.465425047205	161.472050228899	86.8952130405514	0	106.950461060989	75.7007306632198	0	86.0421349264367	24.1925989145488	0	60.4448731350184	43.2900166115651	0	33.2174748479687	26.7702927444157	0	34.725298860075	73.5504706642043	62.5106491123838	59.2216098010094	31.6605158434373	46.3107202459217	61.8717033973357	32.3088116080635	0	35.7921336090832	0	0	20.7785724311985
uc003kgu.4-x0-0	161.362386267369	64.2080925182076	143.68672295731	120.873469421793	212.468029237092	118.036789341701	114.902894756673	138.314798864747	103.124029360362	137.309345190682	149.744177857706	114.434468556588	121.816093255799	139.503936389966	100.610620933751	117.27937773744	135.412353278253	117.631949888504	143.483705066235	97.6728892380997	133.967330909079	170.535051247605	85.4967143001631	98.2090530116439	113.080840628222	131.955891765381	113.512195160235	126.290399027965	116.739165625919	115.686105968294
uc010jal.2-x0-0	28.766553540701	33.293085009441	32.2944100457798	20.0527414708965	10.6234014618546	20.5423141672021	47.3129566645124	37.2385996943549	49.3476950313387	30.7311391617241	36.1451463794462	33.4500754242335	91.61375608494	49.8228344249879	77.9333063740804	71.3874473184419	56.0326979082424	69.016531484399	46.6221562680202	62.5106491123838	52.8969718610958	40.2952019825565	46.3107202459217	40.265711734774	49.3606844012082	52.3273363897201	47.5524060806391	34.0783616424666	31.4297753608243	38.1876466303108
uc010jam.3-x0-0	0.449477399073453	2.37807750067436	0	0.557020596413791	0	0.326068478844478	0	0	0	0	0	0	0.503372286180989	0	1.59699398307542	0	0	0	0.401915140241554	0	0	2.15867153477982	0	0	3.14113446189506	9.10040632864698	0	4.00921901676078	0	5.61583038681041
uc010jan.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03846365025656	0	0	0	0	0	0	0	0	10.737640082725	0	0	0
uc011ctn.2-x0-0	2.24738699536726	0	3.74427942559766	1.11404119282758	3.54113382061819	2.9346163096003	6.08309442829445	0	5.69396481130831	3.92312414830521	0	3.52106057097195	6.54383972035286	3.32152229499919	4.47158315261117	4.46171545740262	0	3.03846365025656	5.62681196338175	0	2.87483542723347	2.15867153477982	3.56236309584013	0.49104526505822	6.73100241834657	2.27510158216174	2.55658097207737	9.35484437244182	4.48996790868919	6.73899646417249
uc003khb.1-x0-0	0	2.37807750067436	0	0.557020596413791	0	0.326068478844478	0	0	0.632662756812035	0	0	0	1.51011685854297	6.64304458999839	0	0	4.66939149235353	0.434066235750937	0	0	0	0	0	0	1.34620048366931	0	1.02263238883095	0	8.97993581737838	1.68474911604312
DAC+SB.745.3-x1-0	0	2.37807750067436	0.468034928199707	0	0	0	0	0	0.632662756812035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561583038681041
uc003khm.3-x0-0	0.449477399073453	0	0	0	0	0	0	0	0	0	0	0.586843428495325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.745.1-x1-0	0	0	0.468034928199707	1.67106178924137	0	0	0	0	0	0.653854024717535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448733494556438	0	0	0	0	0
DAC+SB.745.2-x1-0	0	0	0	0	0	0.326068478844478	2.02769814276482	0	0	0	0	1.17368685699065	0	0	0.638797593230168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561583038681041
uc003khq.2-x0-0	24.7212569490399	16.6465425047205	19.189432056188	26.1799680314482	31.8702043855637	23.4769304768024	10.1384907138241	0	12.0205923794287	6.53854024717535	36.1451463794462	4.10790399946727	13.0876794407057	9.96456688499758	13.7341482544486	10.1982067597774	14.0081744770606	10.4175896580225	18.0861813108699	11.720746708572	10.9243746234872	19.4280438130183	24.9365416708809	11.2940410963391	14.8082053203624	11.3755079108087	13.2942210548023	22.7189077616444	26.9398074521351	12.9164098896639
uc010jas.3-x0-0	82.7038414295153	76.0984800215794	80.9700425785494	78.5399040943445	74.3638102329821	115.75430998979	31.0913715223939	31.9187997380185	17.0818944339249	22.2310368403962	10.3271846798418	23.473737139813	33.7259431741263	23.2506560649944	30.0234868818179	26.7702927444157	4.66939149235353	46.4450872253503	31.7512960790827	39.0691556952399	26.4484859305479	29.5018443086575	42.7483571500816	28.4806253733767	36.7961465536279	13.6506094929705	40.3939793588225	38.0875806592274	22.449839543446	38.1876466303108
uc003khw.3-x0-0	51.2404234943736	73.7204025209051	59.4404358813628	50.1318536772412	74.363810232982	68.4743805573403	28.3877739987074	31.9187997380185	39.2250909223461	22.2310368403962	30.9815540395253	31.6895451387475	31.7124540294023	29.8937006549927	24.5937073393615	23.5833531319853	9.33878298470707	27.78023908806	34.5647020607736	19.5345778476199	26.4484859305479	24.4649440608379	24.9365416708809	34.3731685540754	48.4632174120953	59.1526411362053	51.1316194415475	45.4378155232889	62.8595507216487	45.4882261331643
uc010jat.1-x0-0	0.898954798146905	0	2.34017464099854	0	0	0	0	0	0.632662756812035	0	0	0.586843428495325	0.503372286180989	3.32152229499919	0	0	0	0.868132471501874	0.401915140241554	0	1.14993417089339	0	0	0.982090530116439	3.5898679564515	6.82530474648523	2.55658097207737	2.00460950838039	0	0
DAC+SB.747.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434066235750937	0	0	0.574967085446693	0	0	0	0	0	0	0	0	0
DAC+SB.747.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448733494556438	0	0	0	0	0
DAC+SB.747.3-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kia.1-x0-0	146.080154698872	171.221580048554	165.684364582696	155.408746399448	152.268754286582	116.406446947479	102.060806519162	90.4365992577191	127.797876876031	122.924556646897	108.435439138339	165.489846835682	118.795859538713	129.539369504969	114.98356678143	138.313179179481	144.75113626296	128.483605782277	106.909427304253	156.276622780959	123.042956285592	134.557192334608	131.807434546085	137.001628951243	82.5669629983846	84.1787585399845	96.1274445501092	104.90789760524	89.7993581737838	83.6758727634751
uc003kie.3-x0-0	88.5470476174702	59.4519375168589	86.1184267887461	67.9565127624825	63.7404087711275	122.927816524368	55.4237492355717	42.5583996506913	80.9808328719404	81.7317530896919	129.089808498022	88.0265142742987	64.4316526311666	49.8228344249879	70.5871340519335	56.7275251012619	60.7020894005959	101.571499165719	74.756216084929	58.6037335428598	128.792627140059	95.7011047085718	74.8096250126427	89.370238240596	68.656224667135	52.3273363897201	67.4937376628427	50.1152377095098	53.8796149042703	95.4691165757769
DAC+SB.748.1-x1-0	8.5400705823956	9.51231000269743	16.3812224869898	15.0395561031724	24.7879367443274	11.7384652384012	4.05539628552963	0	6.32662756812035	5.88468622245781	0	6.45527771344857	4.02697828944791	0	8.30436871199218	5.7364913023748	0	0	10.851708786522	0	0	13.6715863869388	0	13.2582221565719	0	0	0	0	0	3.93108127076729
DAC+SB.748.2-x1-0	0	0	0	0	0	0	0	10.6395999126728	0	0	20.6543693596836	0	0	0	0	0	0	5.20879482901124	0	0	2.87483542723347	0	14.2494523833605	0	3.5898679564515	0	3.06789716649285	4.00921901676078	22.449839543446	0
DAC.118.1-x2-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kig.3-x0-0	1.34843219722036	0	0	0	0	0	2.02769814276482	0	0	0	0	0	0	0	1.27759518646034	3.18693961243044	0	0	0	0	0	0	0	5.40149791564042	0	0	0	0	0	0
uc003kih.4-x0-0	3.14634179351417	2.37807750067436	6.0844540665962	1.67106178924137	0	2.9346163096003	0	0	0	0.653854024717535	0	1.76053028548597	7.04721200653385	16.607611474996	7.9849699153771	8.28604299231915	9.33878298470707	4.34066235750937	236.326102462034	238.321849740963	186.289335684729	50.3690024781957	46.3107202459217	44.685119120298	40.3860145100794	36.4016253145879	47.0410898862237	57.4654725735712	62.8595507216487	41.557144862397
uc003kil.3-x0-0	36.4076693249497	33.293085009441	36.5067243995772	26.1799680314482	14.1645352824728	23.4769304768024	8.11079257105927	5.31979995633642	9.48994135218052	5.23083219774028	0	3.52106057097195	93.123872943483	96.3241465549766	102.207614916827	66.2883439385533	56.0326979082424	75.527525020663	1752.35001145317	1758.11200628579	1799.0720103627	438.929878738562	445.295386980016	436.048195371699	338.793788390111	254.811377202115	340.025269286291	483.110891519674	431.036919234162	395.916042270134
uc003kim.3-x0-0	1.34843219722036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011ctt.1-x0-0	8.09059318332215	2.37807750067436	7.48855885119532	7.24126775337928	3.54113382061819	8.15171197111195	2.02769814276482	0	0.632662756812035	1.30770804943507	0	0.586843428495325	0	0	0	0	0	0	1.60766056096622	0	1.14993417089339	0	0	0	0	0	0	0	0	0.561583038681041
uc003kis.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kiv.1-x0-0	21.5749151555257	7.13423250202307	18.7213971279883	15.5965766995861	17.705669103091	17.9337663364463	24.3323777131778	26.5989997816821	20.2452082179851	27.4618690381365	15.4907770197627	26.9947977107849	27.1821034537734	19.9291337699952	20.4415229833654	24.8581289769575	32.6857404464747	22.5714442590487	21.3015024328023	27.3484089866679	29.898288443228	46.051659408636	60.5601726292822	23.0791274577363	42.1809484883051	31.8514221502644	29.6563392760975	35.4147679813869	26.9398074521351	30.8870671274572
uc010jav.3-x0-0	166.306637657177	214.026975060692	197.978774628476	205.540600076689	247.879367443274	170.207745956817	194.659021705422	117.035599039401	172.084269852873	304.042121493654	191.052916577073	202.460982830887	347.830249751063	372.01049703991	384.875549921176	399.004839476292	317.51862148004	415.835453849398	961.381015457797	984.542723520045	883.149443246121	858.431713664106	990.336940643556	904.505378237241	335.652653928215	236.610564544821	287.871017455912	302.027832595979	296.337881973487	338.072989285986
uc010jaw.3-x0-0	107.425098378555	59.4519375168589	57.1002612403643	45.1186683095171	0	130.427391537791	95.3018127099464	154.274198733756	90.470774224121	0	154.907770197627	160.795099407719	218.463572202549	179.362203929956	200.263045477658	173.369514916216	200.783834171202	120.670413538761	508.422652405566	351.622401257159	571.517282934013	515.922496812376	356.236309584013	489.572129263045	138.209916323383	184.283228155101	227.535706514886	171.060011381793	148.168940986743	158.927999946735
uc011ctv.2-x0-0	6.29268358702834	0	7.95659377939503	28.4080504171033	53.1170073092729	0	0	0	10.1226041089926	40.5389495324872	0	0	8.05395657889582	0	5.11038074584134	0	0	24.7417754378034	6.02872710362331	0	66.1212148263697	0	0	36.8283948793665	0	0	0	0	0	9.54691165757769
uc011ctw.2-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0766056096622	0	0	31.6605158434373	0	0	0	0	0	0	0	0
uc003kiy.1-x0-0	73.7142934480462	71.3423250202307	85.6503918605464	55.7020596413791	42.4936058474183	82.1692566688084	106.116202804692	164.913798646429	118.30793552385	117.039870424439	108.435439138339	134.387145125429	115.775625821627	129.539369504969	119.455149934041	114.729826047496	149.420527755313	123.274810953266	71.138979822755	82.0452269600037	97.7444045259378	137.435421047648	110.433255971044	146.822534252408	98.2726353078599	136.506094929705	120.159305687637	105.576100774701	98.7792939911622	139.272593592898
uc003kiz.1-x0-0	200.916397385833	230.673517565413	283.161131560823	207.21166186593	162.892155748437	222.378702571934	174.382040277774	143.634598821083	225.227941425084	185.69454301978	237.525247636361	264.666386251391	239.605208222151	166.07611474996	309.816832716631	259.416884451838	210.122617155909	303.412298789905	192.115437035463	148.462791641911	210.43795327349	185.645751991064	192.367607175367	249.450994649576	215.840810881647	129.680790183219	264.3504725128	221.175249091303	197.558587982324	225.194798511097
uc011ctx.2-x0-0	42.700352911978	21.4026975060692	45.8674229635713	45.1186683095171	42.4936058474183	48.9102718266717	68.2658374730822	85.1167993013827	83.5114838991886	130.770804943507	92.9446621185761	114.434468556588	83.5597995060442	96.3241465549766	69.9483364587034	80.9482661557333	65.3714808929495	86.3791809144365	49.4355622497111	54.6968179733358	70.7209515099432	49.6494452999357	21.3741785750408	66.7821560479179	85.7080974602796	113.755079108087	86.9237530506307	88.8710215381973	103.269261899851	104.454445194674
uc011ctz.1-x0-0	18.4285733620116	28.5369300080923	13.1049779895918	12.8114737175172	7.08226764123639	12.3906021960902	33.1190696651587	42.5583996506913	34.7964516246619	52.9621760021203	51.6359233992089	52.2290651360839	38.7596660359362	19.9291337699952	27.1488977122821	46.5293183414845	56.0326979082424	36.0274975673278	24.1149084144932	15.6276622780959	20.6988150760809	36.6974160912569	32.0612678625612	19.1507653372706	39.0398140264101	20.4759142394557	38.3487145811606	49.4470345400496	35.9197432695135	30.8870671274572
uc003kjg.3-x0-0	0	4.75615500134871	0	0	0	0	0	5.31979995633642	0.632662756812035	0.653854024717535	0	0	3.02023371708593	6.64304458999839	1.59699398307542	1.91216376745827	0	3.03846365025656	1.60766056096622	7.81383113904797	1.14993417089339	1.43911435651988	3.56236309584013	1.47313579517466	1.79493397822575	9.10040632864698	3.57921336090832	2.00460950838039	8.97993581737838	1.68474911604312
uc011cuc.2-x0-0	157.766567074782	175.977735049902	181.597552141486	177.689570255999	148.727620465964	208.683826460466	135.179876184321	164.913798646429	137.920480985024	228.19505462642	196.216508916994	255.863734823962	139.937495558315	142.825458684965	131.592304205415	159.346980621522	140.081744770606	185.780348901401	64.7083375788902	46.8829868342878	56.9217414592226	94.9815475303119	96.1838035876835	109.994139373041	39.0398140264101	43.2269300610731	43.4618765253153	46.7742218622091	53.8796149042703	51.6656395586557
uc010jaz.2-x0-0	259.348459265382	221.161207562715	288.30951577102	217.795053197792	180.597824851528	248.138112400648	399.456534124669	244.710797991475	427.680023604936	305.349829543089	242.688839976282	307.50595653155	325.178496872919	328.83070720492	298.318476038488	278.538522126421	261.485923571798	294.730974074886	274.909955925223	293.018667714299	367.978934685884	271.273056203997	210.179422654568	258.780854685682	416.424682948374	414.068487953437	430.52823569783	392.903463642557	296.337881973487	354.920480446418
uc010jba.2-x0-0	0.898954798146905	0	0.468034928199707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kjv.3-x0-0	2.24738699536726	7.13423250202307	4.68034928199707	3.34212357848275	0	4.56495870382269	4.05539628552963	0	2.53065102724814	2.61541609887014	0	5.86843428495325	3.52360600326692	9.96456688499758	3.83278555938101	4.46171545740262	4.66939149235353	5.64286106476218	4.01915140241554	0	9.19947336714709	8.63468613911926	17.8118154792007	8.34776950598973	0.897466989112876	9.10040632864698	5.62447813857022	2.67281267784052	8.97993581737838	3.36949823208624
uc003kjw.3-x0-0	0	0	0.468034928199707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kjx.3-x0-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.982090530116439	0	0	0.511316194415475	0	0	0
uc003kjy.1-x0-0	76.8606352415604	54.6957825155102	41.655108609774	40.105482941793	46.0347396680365	35.8675326728926	49.3406548072772	26.5989997816821	27.2044985429175	34.0004092853118	15.4907770197627	27.5816411392803	33.2225708879453	19.9291337699952	37.6890580005799	50.9910337988871	28.0163489541212	27.78023908806	39.3876837436723	11.720746708572	35.647959297695	56.8450170825351	35.6236309584013	24.0612179878528	42.1809484883052	36.4016253145879	24.5431773319428	42.7650028454483	26.9398074521351	21.3401554698795
DAC+SB.752.3-x1-0	0.898954798146905	0	0.468034928199707	0.557020596413791	0	0.326068478844478	0	0	0	0.653854024717535	0	0	0.503372286180989	0	0	0	0	0	0	0	0	0	0	0.49104526505822	0.448733494556438	0	0	0.66820316946013	0	0
DAC+SB.752.1-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.752.2-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAC+SB.752.4-x1-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kkb.1-x0-0	0.898954798146905	0	0.468034928199707	0.557020596413791	0	1.63034239422239	0	0	2.53065102724814	3.26927012358767	0	0	1.51011685854297	0	0.958196389845251	1.91216376745827	0	2.60439741450562	0	0	0.574967085446693	0	0	0.49104526505822	1.34620048366931	0	1.53394858324642	2.00460950838039	4.48996790868919	0.561583038681041
uc003kkc.2-x0-0	0	0	0	0	0	0	18.2492832848834	0	10.1226041089926	19.615620741526	0	11.7368685699065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc003kkd.2-x0-0	0	0	0	0	0	0	0	31.9187997380185	0	1.9615620741526	0	4.6947474279626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uc011cud.1-x0-0	4.49477399073453	7.13423250202307	4.68034928199707	7.79828834979307	3.54113382061819	13.0427391537791	20.9528808085698	0	27.2044985429175	26.1541609887014	41.3087387193671	21.713206854327	6.04046743417187	6.64304458999839	6.70737472891676	3.82432753491653	9.33878298470707	3.03846365025656	3.21532112193243	0	9.19947336714709	10.0738004956391	0	6.87463371081508	11.2183373639109	13.6506094929705	13.2942210548023	9.35484437244182	8.97993581737838	12.3548268509829
uc021ybj.1-x0-0	0.449477399073452	0	0	0.557020596413791	0	0.326068478844478	158.836354516577	0	160.696340230257	317.773056012722	0	215.958381686279	8.05395657889582	0	4.79098194922626	0	18.6775659694141	6.94505977201499	1.60766056096621	0	1.72490125634008	0	7.12472619168026	0.982090530116439	21.539207738709	43.2269300610731	0	0	0	21.9017385085606
uc021ybk.1-x0-0	0	0	0	0	0	0	154.105058850126	457.502796244932	143.614445796332	66.039256496471	552.504380371535	159.621412550728	0	0	0	8.92343091480524	0	0	0	0	0	2.15867153477982	0	0	20.1930072550397	0	32.2129202481749	33.4101584730065	26.9398074521351	5.61583038681041
uc011cui.2-x0-0	88.0975702183967	87.9888675249512	101.095544491137	98.592645565241	99.1517469773094	109.559008891745	205.473411800168	175.553398559102	182.206873961866	209.887141934329	160.071362537548	164.316159978691	116.782370393989	59.7874013099855	142.451863290327	212.887566110354	182.106268201788	196.632004795175	113.340069548118	125.021298224768	110.393680405765	116.56826287811	78.3719881084829	105.574731987517	148.082053203624	118.305282272411	173.847506101261	203.80196668534	49.3896469955811	206.100975195942
uc011cuj.2-x0-0	8.09059318332215	0	0	0	0	0	4.73129566645124	0	5.06130205449628	2.61541609887014	0	41.665883423168	20.6382637334205	59.7874013099855	9.9013626950676	0	0	0	12.8612844877297	0	0	0	0	14.2403126866884	16.1544058040318	25.0261174037792	7.15842672181665	18.7096887448836	125.719101443297	26.3944028180089
uc003kkm.4-x0-0	103.379801786894	116.525797533044	95.0110904245406	95.2505219867583	95.6106131566912	101.081228441788	175.733839039617	143.634598821083	167.022967798377	175.886732649017	191.052916577073	191.897801117971	136.413889555048	172.719159339958	125.523727069728	144.049670481856	168.098093724727	140.203394147553	90.4309065543496	144.555876072387	105.218976636745	106.494462382471	92.6214404918434	110.485184638099	135.966248850601	154.706907586999	177.42671946217	205.13837302426	188.578652164946	181.952904532657
uc003kkn.3-x0-0	11.6864123759098	16.6465425047205	11.232838276793	21.7238032601379	3.54113382061819	16.3034239422239	20.2769814276482	21.2791998253457	25.3065102724814	18.9617667168085	10.3271846798418	24.0605805683083	13.0876794407057	19.9291337699952	17.5669338138296	16.5720859846383	23.3469574617677	17.3626494300375	17.2823510303868	23.4414934171439	13.2242429652739	13.6715863869388	14.2494523833605	12.7671768915137	31.8600781135071	40.9518284789114	20.452647776619	41.4285965065281	17.9598716347568	20.2169893925175
