seqnames	start	end	width	strand	symbol	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2
chr17	81922908	81922910	3	*	MAFG	61	1	60	20	0	20
chr7	1531590	1531590	1	*	MAFK	21	0	21	10	1	9
chr1	53238296	53238296	1	*	MAGOH	20	0	20	10	0	10
chr1	53238766	53238766	1	*	MAGOH-DT	22	2	20	10	0	10
chr18	58670702	58670711	10	*	MALT1	31	15	16	20	8	12
chr5	179732551	179732551	1	*	MAML1	21	0	21	10	0	10
chr4	102760789	102760789	1	*	MANBA	15	0	15	10	0	10
chr19	40190922	40192285	1364	*	MAP3K10	59	8	51	40	3	37
chr11	65613272	65613272	1	*	MAP3K11	21	2	19	10	3	7
chr6	90586523	90586523	1	*	MAP3K7	28	1	27	10	0	10
chr11	64803712	64803726	15	*	MAP4K2	68	0	68	20	0	20
chr2	101698365	101698365	1	*	MAP4K4	10	0	10	10	0	10
chr3	183826060	183826060	1	*	MAP6D1	11	3	8	10	1	9
chr6	36027577	36027590	14	*	MAPK14	98	0	98	49	0	49
chr18	34976283	34978454	2172	*	MAPRE2	112	12	100	50	9	41
chr1	32336538	32336712	175	*	MARCKSL1	95	40	55	40	7	33
chr14	103385159	103385457	299	*	MARK3	158	0	158	73	0	73
chr10	97714191	97714216	26	*	MARVELD1	214	0	214	92	0	92
chr19	3786838	3802152	15315	*	MATK	88	36	52	33	9	24
chr3	192918264	192918264	1	*	MB21D2	10	0	10	11	0	11
chr18	50281882	50281908	27	*	MBD1	124	0	124	52	1	51
chr18	54224638	54224640	3	*	MBD2	23	0	23	20	0	20
chr18	77017564	77017574	11	*	MBP	69	66	3	24	22	2
chr11	119317430	119317454	25	*	MCAM	58	58	0	30	28	2
chr2	71129893	71129916	24	*	MCEE	91	1	90	37	0	37
chr13	112980056	112980056	1	*	MCF2L	27	26	1	11	11	0
chr6	52284710	52284738	29	*	MCM3	49	0	49	25	0	25
chr21	46229249	46229253	5	*	MCM3AP-AS1	66	0	66	20	0	20
chr16	642600	642603	4	*	MCRIP2	46	0	46	22	0	22
chr12	49567872	49567872	1	*	MCRS1	27	0	27	12	0	12
chr6	41637702	41637702	1	*	MDFI	36	26	10	11	7	4
chr12	68808155	68808155	1	*	MDM2	24	0	24	10	0	10
chr11	86672041	86672049	9	*	ME3	65	15	50	32	4	28
chr1	37515166	37515166	1	*	MEAF6	25	4	21	10	0	10
chr11	93784794	93784950	157	*	MED17	160	1	159	70	0	70
chr19	39391391	39391396	6	*	MED29	39	0	39	20	0	20
chr15	99565919	99565919	1	*	MEF2A	16	0	16	10	0	10
chr22	41700084	41700084	1	*	MEI1	14	14	0	10	9	1
chr7	100430651	100430678	28	*	MEPCE	74	1	73	20	0	20
chr18	2570852	2570852	1	*	METTL4	30	0	30	11	0	11
chr15	82046686	82046686	1	*	MEX3B	17	0	17	10	0	10
chr22	37485770	37485970	201	*	MFNG	58	0	58	27	0	27
chr3	158802065	158802513	449	*	MFSD1	28	0	28	20	0	20
chr9	94374481	94374500	20	*	MFSD14B	77	0	77	34	0	34
chr6	111260056	111260056	1	*	MFSD4B	15	14	1	10	9	1
chr2	134119675	134119687	13	*	MGAT5	76	0	76	21	0	21
chr1	1614505	1614701	197	*	MIB2	53	0	53	20	0	20
chr6	31399458	31399458	1	*	MICA-AS1	23	2	21	11	1	10
chr6	109455912	109455923	12	*	MICAL1	33	1	32	21	0	21
chr11	12161331	12161331	1	*	MICAL2	14	14	0	10	7	3
chr6	31498182	31498207	26	*	MICB	47	0	47	33	0	33
chr13	21604003	21604003	1	*	MICU2	22	0	22	10	0	10
chr17	39730749	39730749	1	*	MIEN1	14	0	14	11	0	11
chr22	23895124	23895133	10	*	MIF	32	0	32	24	0	24
chr21	8988101	8988154	54	*	MIR10396A	486	430	56	148	107	41
chr19	10403316	10403316	1	*	MIR1181	15	0	15	10	0	10
chr17	48156362	48156389	28	*	MIR1203	61	17	44	44	14	30
chrM	6689	8148	1460	*	MIR12136	226	1	225	71	0	71
chr20	2652853	2652853	1	*	MIR1292	17	0	17	10	0	10
chr5	154686294	154686294	1	*	MIR1303	15	14	1	10	8	2
chr2	219295128	219295128	1	*	MIR153-1	17	0	17	12	0	12
chr18	49487372	49487380	9	*	MIR1539	45	0	45	20	0	20
chr18	35904534	35904893	360	*	MIR187	122	67	55	32	12	20
chr20	63940882	63940882	1	*	MIR1914	22	20	2	10	10	0
chr11	64892741	64892769	29	*	MIR194-2HG	40	38	2	31	22	9
chr6	33207916	33207916	1	*	MIR219A1	21	2	19	10	0	10
chr11	18387883	18387897	15	*	MIR3159	46	19	27	21	10	11
chr16	2532704	2532729	26	*	MIR3178	59	1	58	24	0	24
chr17	56891989	56892002	14	*	MIR3614	28	26	2	21	19	2
chr19	53787982	53787982	1	*	MIR372	10	9	1	11	7	4
chr22	31160140	31160140	1	*	MIR3928	17	0	17	11	0	11
chr16	56244841	56244841	1	*	MIR3935	15	15	0	10	7	3
chr19	6416834	6416834	1	*	MIR3940	12	10	2	10	7	3
chr2	239305936	239305936	1	*	MIR4269	16	14	2	11	7	4
chr14	100881899	100881899	1	*	MIR433	31	30	1	10	7	3
chr4	163093614	163093614	1	*	MIR4454	10	9	1	10	10	0
chr6	37556053	37556077	25	*	MIR4462	31	4	27	23	3	20
chr6	156779847	156779847	1	*	MIR4466	12	1	11	10	0	10
chr16	30875146	30875151	6	*	MIR4519	41	2	39	22	0	22
chr7	2527195	2527195	1	*	MIR4648	26	24	2	10	10	0
chr18	22933595	22933595	1	*	MIR4741	34	0	34	13	1	12
chr1	148334921	148334921	1	*	MIR5087	15	0	15	11	0	11
chr19	53731167	53731167	1	*	MIR518A1	14	10	4	11	6	5
chr18	13459232	13459232	1	*	MIR5190	17	10	7	10	9	1
chr19	53763067	53763090	24	*	MIR519A2	45	36	9	34	26	8
chr19	53713932	53713932	1	*	MIR519D	12	2	10	10	2	8
chr4	38868086	38868114	29	*	MIR574	49	24	25	39	17	22
chr17	76736282	76736424	143	*	MIR636	121	3	118	40	0	40
chr1	145849960	145849960	1	*	MIR6736	10	10	0	11	7	4
chr11	209288	209314	27	*	MIR6743	32	0	32	23	2	21
chr19	6736636	6736636	1	*	MIR6791	17	0	17	10	0	10
chr19	7616636	7616636	1	*	MIR6792	22	20	2	10	10	0
chr19	41868668	41868668	1	*	MIR6797	28	18	10	10	4	6
chr19	58334948	58334954	7	*	MIR6806	28	28	0	20	18	2
chr16	2271598	2271598	1	*	MIR940	28	23	5	10	7	3
chr12	62603653	62603653	1	*	MIRLET7I	36	0	36	10	0	10
chr19	14072674	14072679	6	*	MISP3	46	2	44	20	0	20
chr1	226224143	226224163	21	*	MIXL1	35	10	25	21	3	18
chr3	12544606	12544606	1	*	MKRN2OS	36	30	6	10	7	3
chr12	6753653	6753653	1	*	MLF2	22	0	22	10	0	10
chr16	58025090	58025090	1	*	MMP15	21	0	21	10	0	10
chr7	157008927	157008927	1	*	MNX1	27	22	5	10	8	2
chr19	2095892	2095906	15	*	MOB3A	152	1	151	48	0	48
chr1	46617166	46617180	15	*	MOB3C	44	40	4	20	19	1
chr14	102305246	102305269	24	*	MOK	56	1	55	21	0	21
chr1	2390905	2390905	1	*	MORN1	15	0	15	10	0	10
chr16	22007719	22007901	183	*	MOSMO	184	1	183	96	0	96
chr7	100612042	100612063	22	*	MOSPD3	46	0	46	31	0	31
chr1	112674422	112674963	542	*	MOV10	56	1	55	44	0	44
chr17	43899853	43899866	14	*	MPP2	32	19	13	22	15	7
chr17	43832776	43832776	1	*	MPP3	17	0	17	10	0	10
chr18	11908633	11908635	3	*	MPPE1	63	0	63	20	0	20
chr19	18192551	18192573	23	*	MPV17L2	50	0	50	41	0	41
chr4	6640881	6640892	12	*	MRFAP1	58	0	58	34	0	34
chr7	2241750	2241750	1	*	MRM2	25	0	25	10	0	10
chr18	50819537	50819562	26	*	MRO	47	0	47	39	0	39
chr6	43059416	43059443	28	*	MRPL2	77	0	77	32	2	30
chr1	1399825	1399837	13	*	MRPL20-AS1	82	0	82	54	0	54
chr5	154940817	154940817	1	*	MRPL22	33	9	24	10	3	7
chr3	131502739	131502739	1	*	MRPL3	16	0	16	10	0	10
chr19	17306057	17306057	1	*	MRPL34	17	0	17	10	0	10
chr19	10251945	10251959	15	*	MRPL4	80	1	79	32	0	32
chr12	93467721	93467735	15	*	MRPL42	79	0	79	34	0	34
chr2	74472174	74472611	438	*	MRPL53	155	0	155	62	1	61
chr1	151763614	151763616	3	*	MRPL9	65	1	64	21	0	21
chr13	40770958	40770958	1	*	MRPS31	19	0	19	10	0	10
chr13	52194447	52194457	11	*	MRPS31P5	39	0	39	21	0	21
chr2	95121409	95121433	25	*	MRPS5	110	0	110	64	1	63
chr21	34074382	34074382	1	*	MRPS6	19	1	18	11	0	11
chr11	124799537	124799556	20	*	MSANTD2	38	0	38	30	0	30
chr3	136195357	136197248	1892	*	MSL2	102	0	102	56	0	56
chr4	165327471	165327473	3	*	MSMO1	38	0	38	20	0	20
chr1	16646379	16646405	27	*	MST1P2	51	51	0	27	20	7
chr16	56658080	56658099	20	*	MT1F	59	16	43	36	7	29
chr16	56676230	56676230	1	*	MT1IP	19	9	10	10	3	7
chr16	56681544	56682205	662	*	MT1X	90	20	70	43	11	32
chr18	8704913	8704939	27	*	MTCL1	72	0	72	44	0	44
chr2	241102555	241102573	19	*	MTERF4	36	0	36	35	0	35
chr5	32313273	32313284	12	*	MTMR12	28	0	28	20	0	20
chr17	58518685	58518685	1	*	MTMR4	14	0	14	10	0	10
chr7	30135222	30135222	1	*	MTURN	13	0	13	10	0	10
chr7	100969366	100969366	1	*	MUC12	27	6	21	10	0	10
chr7	101017186	101017186	1	*	MUC12-AS1	20	0	20	10	0	10
chr11	1223862	1223862	1	*	MUC5B	23	19	4	10	6	4
chr11	65860167	65860167	1	*	MUS81	20	0	20	10	2	8
chr21	41420314	41420318	5	*	MX1	42	0	42	22	0	22
chr10	110210817	110210848	32	*	MXI1	210	8	202	73	2	71
chr8	66613182	66613182	1	*	MYBL1	21	1	20	10	0	10
chr8	127734779	127737153	2375	*	MYC	702	19	683	224	3	221
chr17	75587949	75587949	1	*	MYO15B	18	8	10	10	5	5
chr18	50195998	50195998	1	*	MYO5B	39	38	1	20	16	4
chr6	75749400	75749423	24	*	MYO6	53	6	47	43	13	30
chr2	207239266	207239266	1	*	MYOSLID	23	1	22	10	0	10
chr19	45902669	45902692	24	*	MYPOP	41	0	41	21	0	21
chr2	2324449	2324449	1	*	MYT1L	28	26	2	11	8	3
chr4	40055961	40055976	16	*	N4BP2	29	0	29	20	0	20
chr5	178114107	178114119	13	*	N4BP3	43	3	40	31	8	23
chr12	112108844	112108844	1	*	NAA25	27	0	27	10	0	10
chr17	7885618	7885618	1	*	NAA38	13	0	13	10	0	10
chr12	57088527	57088527	1	*	NAB2	29	0	29	11	0	11
chr5	36241931	36241931	1	*	NADK2	18	0	18	10	0	10
chr22	42071016	42071025	10	*	NAGA	67	0	67	36	1	35
chr2	71068549	71068555	7	*	NAGK	99	0	99	31	0	31
chr16	5033253	5033275	23	*	NAGPA-AS1	54	1	53	24	0	24
chr18	10526176	10526176	1	*	NAPG	26	0	26	13	0	13
chr18	57621767	57621793	27	*	NARS1	95	1	94	48	0	48
chr13	110616241	110616250	10	*	NAXD	68	0	68	30	0	30
chr1	156592156	156592156	1	*	NAXE	23	1	22	10	0	10
chr1	16613394	16613814	421	*	NBPF1	896	15	881	217	0	217
chr22	50508346	50508361	16	*	NCAPH2	54	2	52	20	0	20
chr22	36861442	36861461	20	*	NCF4	63	0	63	35	0	35
chr2	231463603	231464446	844	*	NCL	149	1	148	103	1	102
chr10	46019581	46019581	1	*	NCOA4	21	21	0	10	7	3
chr6	125790335	125790362	28	*	NCOA7	79	0	79	31	0	31
chr12	124568260	124568273	14	*	NCOR2	50	0	50	23	1	22
chr8	133297760	133297785	26	*	NDRG1	45	0	45	33	0	33
chr19	5902960	5902968	9	*	NDUFA11	41	2	39	21	0	21
chr16	23595321	23595321	1	*	NDUFAB1	14	6	8	10	5	5
chr6	96897392	96897404	13	*	NDUFAF4	55	0	55	24	0	24
chr2	37231622	37231651	30	*	NDUFAF7	125	0	125	50	0	50
chr18	9136207	9136472	266	*	NDUFV2-AS1	172	0	172	54	0	54
chr11	65423085	65423112	28	*	NEAT1	106	0	106	51	1	50
chr1	16440909	16441102	194	*	NECAP2	191	1	190	69	1	68
chr19	44845779	44845779	1	*	NECTIN2	17	1	16	10	0	10
chr18	58045217	58045220	4	*	NEDD4L	67	29	38	21	1	20
chr1	72283310	72283310	1	*	NEGR1	15	0	15	10	0	10
chr3	27369377	27369379	3	*	NEK10	29	0	29	20	0	20
chr3	131026951	131026978	28	*	NEK11	71	0	71	31	0	31
chr1	211675300	211675300	1	*	NEK2	23	0	23	10	0	10
chr9	124257690	124257690	1	*	NEK6	19	14	5	10	8	2
chr4	2009009	2009011	3	*	NELFA	37	0	37	20	2	18
chr18	72867454	72867889	436	*	NETO1	107	90	17	48	36	12
chr16	69566309	69566309	1	*	NFAT5	17	0	17	10	0	10
chr18	79396312	79396319	8	*	NFATC1	63	0	63	32	0	32
chr10	102393974	102394864	891	*	NFKB2	92	7	85	58	6	52
chr4	47914852	47914862	11	*	NFXL1	34	2	32	25	0	25
chr2	219160309	219160311	3	*	NHEJ1	34	0	34	20	0	20
chr10	113855324	113855324	1	*	NHLRC2	31	0	31	10	0	10
chr2	121650099	121650117	19	*	NIFK-AS1	51	0	51	23	0	23
chr5	36876195	36876215	21	*	NIPBL-DT	87	0	87	45	0	45
chr9	104748310	104748310	1	*	NIPSNAP3A	24	0	24	10	0	10
chr10	124449278	124449278	1	*	NKX1-2	19	17	2	10	10	0
chr8	41647047	41647047	1	*	NKX6-3	11	8	3	10	7	3
chr9	92325714	92325714	1	*	NOL8	25	0	25	10	0	10
chr10	102152224	102152416	193	*	NOLC1	116	0	116	55	0	55
chr2	202265932	202266099	168	*	NOP58	84	0	84	34	0	34
chr18	23585512	23585834	323	*	NPC1	57	5	52	22	0	22
chr17	81636370	81636370	1	*	NPLOC4	25	0	25	10	0	10
chr5	171387451	171387451	1	*	NPM1	23	1	22	10	0	10
chr6	2999395	2999395	1	*	NQO2	26	0	26	11	0	11
chr19	17244924	17244924	1	*	NR2F6	11	0	11	10	2	8
chr2	205682727	205682727	1	*	NRP2	11	0	11	10	0	10
chr3	196639799	196640655	857	*	NRROS	153	0	153	63	1	62
chr10	121974564	121974575	12	*	NSMCE4A	93	0	93	40	2	38
chr10	18651617	18651617	1	*	NSUN6	16	0	16	10	0	10
chr1	232950497	232950510	14	*	NTPCR	43	0	43	21	1	20
chr9	84668996	84668996	1	*	NTRK2	26	8	18	10	4	6
chr6	34392680	34392704	25	*	NUDT3	69	0	69	40	0	40
chr11	67629259	67629259	1	*	NUDT8	16	0	16	11	2	9
chr1	163321903	163321923	21	*	NUF2	76	0	76	42	0	42
chr5	37371104	37371112	9	*	NUP155	48	0	48	23	0	23
chr3	126662471	126662471	1	*	NUP210P1	18	14	4	10	8	2
chr22	45163664	45163677	14	*	NUP50-DT	58	0	58	33	0	33
chr17	75205161	75205161	1	*	NUP85	28	0	28	10	0	10
chr4	37244765	37244765	1	*	NWD2	15	5	10	10	4	6
chr11	62805630	62805652	23	*	NXF1	88	0	88	27	0	27
chr2	138781244	138781244	1	*	NXPH2	11	1	10	10	0	10
chr12	57216296	57216296	1	*	NXPH4	15	1	14	10	2	8
chr18	59034774	59034774	1	*	OACYLP	14	8	6	10	3	7
chr13	78659177	78659177	1	*	OBI1	21	0	21	10	0	10
chr4	48831372	48831372	1	*	OCIAD1	30	0	30	10	0	10
chr10	101818450	101818450	1	*	OGA	28	1	27	10	0	10
chr10	49761614	49761614	1	*	OGDHL	14	3	11	11	1	10
chr12	122975407	122975407	1	*	OGFOD2	26	0	26	10	0	10
chr21	33025233	33025257	25	*	OLIG2	70	40	30	33	18	15
chr1	58546855	58546876	22	*	OMA1	133	0	133	51	1	50
chr18	57434826	57434826	1	*	ONECUT2	17	2	15	10	4	6
chr11	5967677	5967677	1	*	OR56A5	13	9	4	10	3	7
chr2	71023799	71023799	1	*	OR7E91P	27	0	27	10	0	10
chr11	124441504	124441504	1	*	OR8B8	13	11	2	11	8	3
chr7	143027511	143027511	1	*	OR9A2	11	8	3	10	7	3
chr7	102434168	102434168	1	*	ORAI2	11	0	11	10	0	10
chr17	81666271	81666278	8	*	OXLD1	56	0	56	22	0	22
chr3	48989019	48989019	1	*	P4HTM	73	59	14	24	15	9
chr9	68780717	68780717	1	*	PABIR1	14	1	13	11	0	11
chr4	56436478	56436503	26	*	PAICS	51	0	51	36	0	36
chr3	196740699	196740699	1	*	PAK2	18	0	18	11	0	11
chr20	9838437	9838456	20	*	PAK5	27	3	24	23	2	21
chr2	104852437	104852437	1	*	PANTR1	28	1	27	10	0	10
chr14	96502277	96502303	27	*	PAPOLA-DT	92	0	92	44	0	44
chr16	67660764	67660764	1	*	PARD6A	20	0	20	10	0	10
chr2	85538967	85538967	1	*	PARTICL	22	0	22	12	0	12
chr2	241149441	241149454	14	*	PASK	46	0	46	22	0	22
chr11	59668280	59668300	21	*	PATL1	106	0	106	38	0	38
chr14	36662709	36662709	1	*	PAX9	10	7	3	11	8	3
chr10	68332911	68332911	1	*	PBLD	26	0	26	12	0	12
chr5	141177307	141177846	540	*	PCDHB8	108	32	76	52	22	30
chr5	141413117	141413133	17	*	PCDHGA10	42	0	42	24	0	24
chr5	141475821	141475849	29	*	PCDHGC3	90	8	82	55	1	54
chr2	74507495	74507522	28	*	PCGF1	136	0	136	47	0	47
chr10	91163632	91163651	20	*	PCGF5	114	2	112	65	0	65
chr7	100604596	100604596	1	*	PCOLCE-AS1	17	0	17	10	0	10
chr3	142888395	142888395	1	*	PCOLCE2	19	2	17	10	1	9
chr1	55040331	55040341	11	*	PCSK9	20	7	13	21	4	17
chr17	81911952	81911952	1	*	PCYT2	25	3	22	11	2	9
chr7	99408395	99408395	1	*	PDAP1	23	0	23	10	0	10
chr7	32070627	32070862	236	*	PDE1C	25	6	19	20	7	13
chr19	10419546	10453383	33838	*	PDE4A	79	4	75	36	3	33
chr1	148951727	148951727	1	*	PDE4DIP	35	13	22	14	6	8
chr2	231781404	231781404	1	*	PDE6D	30	0	30	10	0	10
chr8	65842647	65842670	24	*	PDE7A	77	2	75	54	0	54
chr21	42654539	42654539	1	*	PDE9A	24	2	22	10	0	10
chr5	150156452	150156452	1	*	PDGFRB	11	5	6	11	7	4
chr11	34915938	34915938	1	*	PDHX	26	0	26	12	0	12
chr2	10813152	10813167	16	*	PDIA6	21	0	21	20	0	20
chr1	26112083	26112425	343	*	PDIK1L	68	0	68	30	0	30
chr4	94452374	94452383	10	*	PDLIM5	33	0	33	21	0	21
chr16	66880964	66880964	1	*	PDP2	21	0	21	10	0	10
chr16	70114074	70114240	167	*	PDPR	88	0	88	76	0	76
chr16	74367464	74368432	969	*	PDPR2P	428	5	423	148	0	148
chr4	39976912	39976928	17	*	PDS5A	43	0	43	33	0	33
chr6	107460132	107460152	21	*	PDSS2	100	2	98	36	0	36
chr16	14974532	14974532	1	*	PDXDC1	36	0	36	15	0	15
chr16	70065176	70065176	1	*	PDXDC2P-NPIPB14P	49	0	49	10	0	10
chr17	4704408	4704408	1	*	PELP1-DT	11	0	11	10	0	10
chr19	33521152	33521152	1	*	PEPD	14	4	10	11	4	7
chr2	238288191	238289038	848	*	PER2	160	16	144	55	3	52
chr11	45918258	45918283	26	*	PEX16	39	1	38	21	0	21
chr3	180036608	180036636	29	*	PEX5L	28	3	25	23	0	23
chr5	177400486	177400486	1	*	PFN3	12	12	0	10	10	0
chr19	18340783	18340789	7	*	PGPEP1	28	0	28	20	1	19
chr12	8915238	8915238	1	*	PHC1	15	7	8	10	4	6
chr7	10974224	10974224	1	*	PHF14	24	0	24	10	0	10
chr11	577069	577092	24	*	PHRF1	77	0	77	44	0	44
chr4	25234179	25234189	11	*	PI4K2B	51	0	51	32	0	32
chr22	38057290	38057290	1	*	PICK1	25	0	25	10	0	10
chr11	804941	804955	15	*	PIDD1	33	0	33	22	0	22
chr1	111346852	111346875	24	*	PIFO	89	62	27	47	9	38
chr9	35096210	35096228	19	*	PIGO	49	0	49	34	0	34
chr1	26787835	26787842	8	*	PIGV	26	0	26	24	0	24
chr1	204494407	204494428	22	*	PIK3C2B	116	4	112	58	0	58
chr18	41954901	41954901	1	*	PIK3C3	37	0	37	12	0	12
chr19	18152437	18152437	1	*	PIK3R2	23	0	23	11	0	11
chr1	46133152	46133152	1	*	PIK3R3	10	0	10	10	0	10
chr22	49961578	49961715	138	*	PIM3	69	1	68	40	0	40
chr19	9835793	9835799	7	*	PIN1	46	0	46	22	0	22
chr12	123151934	123151959	26	*	PITPNM2	24	24	0	24	22	2
chr8	109362696	109362698	3	*	PKHD1L1	36	34	2	20	18	2
chr19	14432972	14432977	6	*	PKN1	39	17	22	20	6	14
chr22	38181746	38181746	1	*	PLA2G6	23	0	23	11	0	11
chr10	73910895	73910919	25	*	PLAU	34	0	34	20	0	20
chr3	16885031	16885031	1	*	PLCL2	25	0	25	10	0	10
chr19	40348440	40348467	28	*	PLD3	153	0	153	66	0	66
chr8	143953102	143953102	1	*	PLEC	26	0	26	10	0	10
chr1	56579421	56579439	19	*	PLPP3	49	2	47	20	0	20
chr19	17376921	17378340	1420	*	PLVAP	31	2	29	21	5	16
chr22	50303859	50306660	2802	*	PLXNB2	63	0	63	31	1	30
chr18	59900852	59900852	1	*	PMAIP1	14	0	14	10	0	10
chr1	156213648	156213648	1	*	PMF1-BGLAP	17	0	17	10	0	10
chr6	159799946	159799946	1	*	PNLDC1	11	10	1	13	11	2
chr2	68158108	68158108	1	*	PNO1	15	0	15	11	0	11
chr14	20469193	20469217	25	*	PNP	53	0	53	33	0	33
chr19	7533418	7533418	1	*	PNPLA6	32	31	1	10	7	3
chr3	127629986	127629989	4	*	PODXL2	46	0	46	22	0	22
chr11	65262288	65262288	1	*	POLA2	30	0	30	11	0	11
chr22	42614723	42614745	23	*	POLDIP3	145	0	145	41	1	40
chr7	44082364	44082376	13	*	POLM	76	0	76	44	0	44
chr3	121545973	121545973	1	*	POLQ	20	0	20	10	0	10
chr6	30061594	30061599	6	*	POLR1H	35	0	35	22	1	21
chr11	842399	842418	20	*	POLR2L	87	0	87	40	0	40
chr16	22298316	22298316	1	*	POLR3E	16	0	16	10	0	10
chr13	28659401	28659401	1	*	POMP	23	0	23	10	0	10
chr1	167220574	167220574	1	*	POU2F1	20	0	20	10	0	10
chr10	70233047	70233068	22	*	PPA1	68	1	67	41	0	41
chr11	70270327	70270346	20	*	PPFIA1	101	2	99	34	0	34
chr7	44796206	44796212	7	*	PPIA	41	0	41	30	0	30
chr6	149546013	149546024	12	*	PPIL4	27	0	27	20	0	20
chr6	109441382	109441400	19	*	PPIL6	97	0	97	43	0	43
chr3	160756438	160756438	1	*	PPM1L	34	0	34	10	0	10
chr1	161167411	161167411	1	*	PPOX	15	10	5	10	6	4
chr12	110742383	110742405	23	*	PPP1CC	135	2	133	30	0	30
chr6	30067198	30067207	10	*	PPP1R11	52	0	52	21	0	21
chr11	64245875	64245875	1	*	PPP1R14B-AS1	17	0	17	10	0	10
chr6	150143322	150143350	29	*	PPP1R14C	77	17	60	51	10	41
chr1	204410820	204412031	1212	*	PPP1R15B	89	0	89	43	0	43
chr7	100436598	100436598	1	*	PPP1R35	15	0	15	12	0	12
chr19	45093150	45093161	12	*	PPP1R37	110	0	110	41	0	41
chr2	241151017	241151017	1	*	PPP1R7	29	1	28	13	0	13
chr17	50149952	50149962	11	*	PPP1R9B	31	0	31	20	0	20
chr10	73495472	73495472	1	*	PPP3CB-AS1	12	0	12	10	2	8
chr2	68253115	68253127	13	*	PPP3R1	36	0	36	25	0	25
chr18	9613739	9613739	1	*	PPP4R1	28	0	28	10	0	10
chr14	91509548	91509576	29	*	PPP4R3A	81	0	81	45	0	45
chr6	106086398	106086404	7	*	PRDM1	30	0	30	30	0	30
chr4	80197274	80197296	23	*	PRDM8	75	0	75	38	0	38
chr18	12407667	12408612	946	*	PRELID3A	152	65	87	43	17	26
chr11	57390228	57390228	1	*	PRG2	11	6	5	11	8	3
chr12	42589654	42589654	1	*	PRICKLE1	27	0	27	10	0	10
chr2	45652532	45652545	14	*	PRKCE	65	17	48	26	9	17
chr2	37324288	37324309	22	*	PRKD3	69	3	66	25	0	25
chr19	49676682	49676708	27	*	PRMT1	59	0	59	20	0	20
chr19	35758049	35758760	712	*	PROSER3	61	2	59	20	0	20
chr11	60906203	60906211	9	*	PRPF19	30	0	30	31	0	31
chr12	49622656	49622656	1	*	PRPF40B	12	0	12	10	0	10
chr6	4022086	4022086	1	*	PRPF4B	15	1	14	10	0	10
chr12	49295577	49295579	3	*	PRPH	34	12	22	22	3	19
chr12	53442732	53442732	1	*	PRR13	38	0	38	10	1	9
chr16	30650012	30650012	1	*	PRR14	12	1	11	10	1	9
chr6	30557288	30557288	1	*	PRR3	31	0	31	10	0	10
chr6	31620044	31620044	1	*	PRRC2A	22	0	22	10	0	10
chr3	9951443	9951443	1	*	PRRT3	16	16	0	11	10	1
chr7	128362218	128362223	6	*	PRRT4	59	1	58	21	0	21
chr11	86800955	86800955	1	*	PRSS23	27	0	27	12	0	12
chr9	78297402	78297402	1	*	PSAT1	13	0	13	10	0	10
chr11	14643525	14643525	1	*	PSMA1	20	1	19	10	0	10
chr1	109426425	109426429	5	*	PSMA5	59	0	59	23	0	23
chr1	35641472	35641483	12	*	PSMB2	37	1	36	20	0	20
chr17	38753107	38753119	13	*	PSMB3	58	0	58	21	1	20
chr16	74297017	74297039	23	*	PSMD7	32	0	32	20	0	20
chr18	12658888	12703146	44259	*	PSMG2	84	46	38	40	13	27
chr18	46071627	46072432	806	*	PSTPIP2	323	69	254	100	12	88
chr18	12883301	12884806	1506	*	PTPN2	199	0	199	66	0	66
chr3	47380736	47380789	54	*	PTPN23	189	0	189	91	1	90
chr18	7567550	7567552	3	*	PTPRM	62	7	55	23	0	23
chr2	219308484	219308484	1	*	PTPRN	17	0	17	10	0	10
chr19	5341773	5341773	1	*	PTPRS	16	16	0	10	6	4
chr1	29236865	29236883	19	*	PTPRU	75	20	55	34	12	22
chr17	59706480	59706485	6	*	PTRH2	65	0	65	30	0	30
chr21	44874258	44874258	1	*	PTTG1IP	10	0	10	12	0	12
chr12	120249691	120249691	1	*	PXN	12	3	9	10	5	5
chr12	120201374	120201388	15	*	PXN-AS1	51	0	51	21	0	21
chr16	31201789	31201789	1	*	PYCARD-AS1	12	0	12	12	0	12
chr1	154961864	154961864	1	*	PYGO2	24	0	24	10	0	10
chr17	28227147	28227147	1	*	PYY2	14	14	0	10	9	1
chr16	424691	424716	26	*	RAB11FIP3	36	2	34	21	0	21
chr18	8610138	8610149	12	*	RAB12	94	5	89	40	2	38
chr12	71755338	71755338	1	*	RAB21	18	0	18	10	0	10
chr5	177303467	177303495	29	*	RAB24	104	0	104	57	0	57
chr12	120116377	120116392	16	*	RAB35	90	1	89	40	0	40
chr12	69739645	69739671	27	*	RAB3IP	111	0	111	44	1	43
chr3	129121036	129121036	1	*	RAB43	15	0	15	10	0	10
chr6	36698361	36698361	1	*	RAB44	10	1	9	10	0	10
chr11	73760653	73760657	5	*	RAB6A	71	0	71	20	0	20
chr3	128726600	128726604	5	*	RAB7A	41	0	41	20	0	20
chr1	206003242	206003477	236	*	RAB7B	44	1	43	21	0	21
chr19	16111668	16111685	18	*	RAB8A	29	0	29	21	0	21
chr5	34915517	34915532	16	*	RAD1	57	0	57	20	0	20
chr19	12945336	12945363	28	*	RAD23A	31	3	28	21	2	19
chr12	990038	990066	29	*	RAD52	31	1	30	22	0	22
