chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr9	27565580	27566715	C9orf72	0	-	27565580	27566715	0	2	11,39	0,1097	-1.30580191203985	0.00213938950053172	ENSG00000147894.17
chr9	34635271	34635320	SIGMAR1	0	-	34635271	34635320	0	1	49	0	0.900487743531205	0.00255536033997905	ENSG00000147955.17
chr9	133153395	133153444	GBGT1	0	-	133153395	133153444	0	1	49	0	0.602850186908855	0.00131995482885905	ENSG00000148288.13
chr9	133331503	133331552	SURF6	0	-	133331503	133331552	0	1	49	0	-1.82711198793063	0.00344295753806234	ENSG00000148296.7
chr9	133332099	133332148	SURF6	0	-	133332099	133332148	0	1	49	0	1.94888191944482	0.00102379248718154	ENSG00000148296.7
chr9	129637635	129637684	ASB6	0	-	129637635	129637684	0	1	49	0	-0.887707398725081	0.00343159352948386	ENSG00000148331.12
chr9	129634089	129634138	NTMT1	0	+	129634089	129634138	0	1	49	0	1.65015600545292	0.00107197252120828	ENSG00000148335.14
chr9	128108099	128108148	SLC25A25	0	+	128108099	128108148	0	1	49	0	4.51085950651684	0.00354098007678472	ENSG00000148339.12
chr9	127453976	127454508	LRSAM1	0	+	127453976	127454508	0	2	37,13	0,520	4.45434729625351	0.00390712658675885	ENSG00000148356.13
chr9	130135076	130135125	GPR107	0	+	130135076	130135125	0	1	49	0	-2.08567209143047	0.000180698667236801	ENSG00000148358.19
chr9	130135276	130135325	GPR107	0	+	130135276	130135325	0	1	49	0	0.557656923446962	0.0018138664475511	ENSG00000148358.19
chr9	136429663	136429712	INPP5E	0	-	136429663	136429712	0	1	49	0	-4.02535169072578	0.001015609182342	ENSG00000148384.13
chr9	136439299	136439348	INPP5E	0	-	136439299	136439348	0	1	49	0	4.1026433650368	0.00231536155271406	ENSG00000148384.13
chr9	136476893	136476942	SEC16A	0	-	136476893	136476942	0	1	49	0	1.63163862232625	4.56448023157252e-05	ENSG00000148396.18
chr9	137555091	137555140	DPH7	0	-	137555091	137555140	0	1	49	0	1.05421857619453	7.94251147953063e-05	ENSG00000148399.13
chr9	136496731	136496780	NOTCH1	0	-	136496731	136496780	0	1	49	0	0.713037339039192	0.000532512263880736	ENSG00000148400.12
chr9	136497280	136497329	NOTCH1	0	-	136497280	136497329	0	1	49	0	-1.17677706151636	0.00394161441112429	ENSG00000148400.12
chr9	136006885	136006934	NACC2	0	-	136006885	136006934	0	1	49	0	0.798867343766251	0.000660003510494556	ENSG00000148411.8
chr9	136011513	136011562	NACC2	0	-	136011513	136011562	0	1	49	0	-0.960954561034694	0.00298437363980564	ENSG00000148411.8
chr9	136011912	136011961	NACC2	0	-	136011912	136011961	0	1	49	0	4.14313472638217	4.09692496061709e-06	ENSG00000148411.8
chr10	11870050	11870099	PROSER2	0	+	11870050	11870099	0	1	49	0	1.51342325919451	0.000703896556316752	ENSG00000148426.13
chr10	31520811	31520860	ZEB1	0	+	31520811	31520860	0	1	49	0	-5.6131281063787	0.00268249955235489	ENSG00000148516.21
chr10	63152152	63153521	NRBF2	0	+	63152152	63153521	0	2	39,11	0,1359	5.0106352940869	1.5282480522183e-06	ENSG00000148572.16
chr10	63154690	63154739	NRBF2	0	+	63154690	63154739	0	1	49	0	-2.21061883062388	9.47296711548695e-05	ENSG00000148572.16
chr10	110134767	110134816	ADD3	0	+	110134767	110134816	0	1	49	0	4.76217393479776	0.00227634928650622	ENSG00000148700.15
chr10	128098758	128098807	MKI67	0	-	128098758	128098807	0	1	49	0	0.633949863758641	0.00132932018775001	ENSG00000148773.14
chr10	128104036	128104085	MKI67	0	-	128104036	128104085	0	1	49	0	-2.43855915205225	3.51644427033504e-05	ENSG00000148773.14
chr10	128104386	128104435	MKI67	0	-	128104386	128104435	0	1	49	0	-0.949933578718845	0.000233397247530798	ENSG00000148773.14
chr10	128105186	128105235	MKI67	0	-	128105186	128105235	0	1	49	0	-1.18689296982648	0.00248957990347254	ENSG00000148773.14
chr10	128107535	128107584	MKI67	0	-	128107535	128107584	0	1	49	0	-1.30507463611983	0.000505155417107162	ENSG00000148773.14
chr10	128108784	128108833	MKI67	0	-	128108784	128108833	0	1	49	0	-0.65250172412824	0.00179881519820235	ENSG00000148773.14
chr10	128111934	128111983	MKI67	0	-	128111934	128111983	0	1	49	0	3.19184715049158	0.00211703996568358	ENSG00000148773.14
chr10	133421231	133421280	MTG1	0	+	133421231	133421280	0	1	49	0	-4.48863636957111	9.20114803770744e-05	ENSG00000148824.19
chr10	102138652	102138701	PPRC1	0	+	102138652	102138701	0	1	49	0	5.25749537202778	0.000936306893853711	ENSG00000148840.11
chr10	102139583	102139632	PPRC1	0	+	102139583	102139632	0	1	49	0	0.877283071084139	0.000471691863698998	ENSG00000148840.11
chr10	102140083	102140132	PPRC1	0	+	102140083	102140132	0	1	49	0	-1.93194344157361	2.41411519357193e-05	ENSG00000148840.11
chr10	104314995	104315044	ITPRIP	0	-	104314995	104315044	0	1	49	0	5.65948221575026	1.70057544712776e-08	ENSG00000148841.17
chr10	104315195	104315244	ITPRIP	0	-	104315195	104315244	0	1	49	0	0.703729289890481	0.00141088414808299	ENSG00000148841.17
chr10	104315495	104315544	ITPRIP	0	-	104315495	104315544	0	1	49	0	0.702013609765587	0.00145038963594768	ENSG00000148841.17
chr10	104315645	104315694	ITPRIP	0	-	104315645	104315694	0	1	49	0	-2.25621387581292	0.000761125978415378	ENSG00000148841.17
chr10	103425305	103425354	PDCD11	0	+	103425305	103425354	0	1	49	0	1.15544576343115	0.00353202376647144	ENSG00000148843.15
chr11	46380405	46380454	DGKZ	0	+	46380405	46380454	0	1	49	0	-2.26197566091482	0.000216311043891082	ENSG00000149091.15
chr11	57309582	57309631	TNKS1BP1	0	-	57309582	57309631	0	1	49	0	-0.800620846557467	0.00274286843560334	ENSG00000149115.14
chr11	57310231	57310280	TNKS1BP1	0	-	57310231	57310280	0	1	49	0	-1.26968384598371	0.00238194246502754	ENSG00000149115.14
chr11	57484832	57484881	SLC43A1	0	-	57484832	57484881	0	1	49	0	-1.51353932425901	0.00267797416385407	ENSG00000149150.9
chr11	95132398	95132447	ENDOD1	0	+	95132398	95132447	0	1	49	0	-3.92197333612029	0.00121474398745625	ENSG00000149218.5
chr11	96384169	96384218	CCDC82	0	-	96384169	96384218	0	1	49	0	-0.624769883115208	0.00422332587769592	ENSG00000149231.15
chr11	77322913	77322962	PAK1	0	-	77322913	77322962	0	1	49	0	2.10076431114866	3.37735675307593e-05	ENSG00000149269.10
chr11	77323211	77323260	PAK1	0	-	77323211	77323260	0	1	49	0	3.5336865637181	0.00374380849853229	ENSG00000149269.10
chr11	77323311	77323360	PAK1	0	-	77323311	77323360	0	1	49	0	4.72738781870297	8.27391441360347e-07	ENSG00000149269.10
chr11	108161518	108161567	NPAT	0	-	108161518	108161567	0	1	49	0	-0.773951212975241	0.0029574335708199	ENSG00000149308.17
chr11	108173561	108173610	NPAT	0	-	108173561	108173610	0	1	49	0	3.63381967447289	0.00281229934112681	ENSG00000149308.17
chr20	10622723	10622772	SLX4IP	0	+	10622723	10622772	0	1	49	0	-2.47933560473533	3.44777259345674e-05	ENSG00000149346.15
chr11	60070223	60070272	MS4A3	0	+	60070223	60070272	0	1	49	0	-1.6792046779362	0.000182318771139278	ENSG00000149516.14
chr11	124987509	124987558	CCDC15	0	+	124987509	124987558	0	1	49	0	-0.929535958624174	0.00172078072632098	ENSG00000149548.15
chr20	36815997	36816046	SOGA1	0	-	36815997	36816046	0	1	49	0	-4.63148749378572	0.00394818600440439	ENSG00000149639.15
chr16	29986893	29986942	TAOK2	0	+	29986893	29986942	0	1	49	0	0.939742392909204	0.000613866234724702	ENSG00000149930.18
chr10	62092216	62092265	ARID5B	0	+	62092216	62092265	0	1	49	0	-4.94639302484816	0.00217362843540181	ENSG00000150347.16
chr13	113498613	113499974	TMCO3	0	+	113498613	113499974	0	2	33,17	0,1345	3.97968165722827	0.000154132613259916	ENSG00000150403.18
chr13	20988553	20988602	LATS2	0	-	20988553	20988602	0	1	49	0	1.7381597780181	2.9041077391101e-05	ENSG00000150457.9
chr18	36844254	36885557	KIAA1328	0	+	36844254	36885557	0	2	49,1	0,41303	5.05624580533894	1.28781562080959e-07	ENSG00000150477.15
chr10	110881303	110881352	PDCD4	0	+	110881303	110881352	0	1	49	0	0.751293958737505	0.00216489560965016	ENSG00000150593.18
chr5	32230278	32230327	MTMR12	0	-	32230278	32230327	0	1	49	0	4.9487598903688	1.66257037836903e-06	ENSG00000150712.11
chr11	112083017	112083066	NKAPD1	0	+	112083017	112083066	0	1	49	0	-2.99573227303424	0.0032136955710772	ENSG00000150776.18
chr11	112085334	112085383	TIMM8B	0	-	112085334	112085383	0	1	49	0	-1.19587559409331	0.000867667146250972	ENSG00000150779.12
chr4	118735975	118736024	SEC24D	0	-	118735975	118736024	0	1	49	0	3.72569342723666	0.00451014436268493	ENSG00000150961.15
chr12	124911954	124912003	UBC	0	-	124911954	124912003	0	1	49	0	-0.867058258845302	0.00057774139196487	ENSG00000150991.15
chr12	124912204	124912253	UBC	0	-	124912204	124912253	0	1	49	0	-0.731512475218876	0.000611187557497339	ENSG00000150991.15
chr12	124912903	124912952	UBC	0	-	124912903	124912952	0	1	49	0	-1.15390910227859	0.00265606983357303	ENSG00000150991.15
chr12	124913353	124913402	UBC	0	-	124913353	124913402	0	1	49	0	-1.07980105436017	0.00217295143591967	ENSG00000150991.15
chr12	124913603	124913652	UBC	0	-	124913603	124913652	0	1	49	0	-0.814651843139323	0.00390149282311536	ENSG00000150991.15
chr3	25791747	25791846	OXSM	0	+	25791747	25791846	0	1	99	0	5.39816270150839	6.21949908031844e-09	ENSG00000151093.8
chr12	107318919	107318968	BTBD11	0	+	107318919	107318968	0	1	49	0	3.11351530822023	0.00253318476163633	ENSG00000151136.15
chr12	109536556	109536605	UBE3B	0	+	109536556	109536605	0	1	49	0	1.21815743931791	0.000118368806592661	ENSG00000151148.14
chr10	58196062	58196111	IPMK	0	-	58196062	58196111	0	1	49	0	0.933483132414529	0.00434289388448461	ENSG00000151151.6
chr10	87008915	87008964	AL136982.1	0	+	87008915	87008964	0	1	49	0	3.13549421592915	9.26420495694912e-06	ENSG00000151303.11
chr10	87009113	87009162	AL136982.1	0	+	87009113	87009162	0	1	49	0	-1.65845809385583	0.000371757388437976	ENSG00000151303.11
chr10	87009857	87009906	AL136982.1	0	+	87009857	87009906	0	1	49	0	3.61091791320772	0.0017475342054325	ENSG00000151303.11
chr14	77427274	77427323	VIPAS39	0	-	77427274	77427323	0	1	49	0	4.11087386416395	1.14603006984293e-06	ENSG00000151445.16
chr4	124671566	124671615	ANKRD50	0	-	124671566	124671615	0	1	49	0	-0.918175746569924	0.000169628545619083	ENSG00000151458.12
chr10	11948392	11948441	UPF2	0	-	11948392	11948441	0	1	49	0	-1.10500208676688	0.00278397264367358	ENSG00000151461.20
chr10	12029231	12029280	UPF2	0	-	12029231	12029280	0	1	49	0	-0.617648484310394	0.000484905397218905	ENSG00000151461.20
chr4	129044002	129044051	SCLT1	0	-	129044002	129044051	0	1	49	0	-4.33073334012531	0.000286442698082534	ENSG00000151466.12
chr11	134246151	134246200	VPS26B	0	+	134246151	134246200	0	1	49	0	-1.79537610969767	0.00450954699123474	ENSG00000151502.11
chr12	32306002	32306051	BICD1	0	+	32306002	32306051	0	1	49	0	-1.52111358392884	0.000500288648601743	ENSG00000151746.15
chr13	23331620	23331669	SACS	0	-	23331620	23331669	0	1	49	0	2.04454773712832	9.97941499725208e-06	ENSG00000151835.16
chr13	23339554	23339603	SACS	0	-	23339554	23339603	0	1	49	0	1.578487666393	0.000928656177866971	ENSG00000151835.16
chr13	23355185	23355234	SACS	0	-	23355185	23355234	0	1	49	0	-0.661589340152233	0.00346092496908468	ENSG00000151835.16
chr13	24899572	24903962	CENPJ	0	-	24899572	24903962	0	2	13,37	0,4354	1.07073080542359	0.0014095349462343	ENSG00000151849.15
chr13	24906940	24907119	CENPJ	0	-	24906940	24907119	0	2	21,29	0,151	-3.69386699562436	0.00168408696127953	ENSG00000151849.15
chr13	24912624	24912673	CENPJ	0	-	24912624	24912673	0	1	49	0	-1.37578303643721	0.00132910609587345	ENSG00000151849.15
chr5	50795030	50795079	PARP8	0	+	50795030	50795079	0	1	49	0	-1.52636030106541	0.000229839094865181	ENSG00000151883.19
chr5	50795328	50795377	PARP8	0	+	50795328	50795377	0	1	49	0	-1.49097897271261	0.00393149342575494	ENSG00000151883.19
chr2	131520781	131520830	SMPD4BP	0	+	131520781	131520830	0	1	49	0	5.12989871440333	7.20060694261449e-05	ENSG00000152117.17
chr2	131520979	131521028	SMPD4BP	0	+	131520979	131521028	0	1	49	0	5.48479693348128	1.35552034818964e-07	ENSG00000152117.17
chr2	131521078	131521127	SMPD4BP	0	+	131521078	131521127	0	1	49	0	-2.89037175737642	0.00101480136706267	ENSG00000152117.17
chr2	134448845	134448894	MGAT5	0	+	134448845	134448894	0	1	49	0	3.95124371806168	0.000376196443544141	ENSG00000152127.9
chr2	38781681	38781730	GEMIN6	0	+	38781681	38781730	0	1	49	0	-2.11021320034319	0.000449708188627773	ENSG00000152147.11
chr18	45849906	45849955	EPG5	0	-	45849906	45849955	0	1	49	0	-1.23214368129261	0.00383434625529111	ENSG00000152223.15
chr18	46240139	46253697	C18orf25	0	+	46240139	46253697	0	2	49,1	0,13558	4.8520302637586	1.11763515431296e-06	ENSG00000152242.11
chr11	14644802	14644851	PDE3B	0	+	14644802	14644851	0	1	49	0	-1.41517028462175	0.000544935004361036	ENSG00000152270.9
chr11	14869899	14869948	PDE3B	0	+	14869899	14869948	0	1	49	0	-1.10007964036207	0.00328479254761949	ENSG00000152270.9
chr5	79316219	79316268	JMY	0	+	79316219	79316268	0	1	49	0	-5.60947179502393	8.9113796003959e-05	ENSG00000152409.9
chr19	57507165	57507214	ZNF773	0	+	57507165	57507214	0	1	49	0	-5.30330490804971	0.00126391297233175	ENSG00000152439.13
chr19	57507964	57508013	ZNF773	0	+	57507964	57508013	0	1	49	0	-1.12938394733487	0.00415533602504392	ENSG00000152439.13
chr19	57508164	57508213	ZNF773	0	+	57508164	57508213	0	1	49	0	4.76217393479776	0.00227634928650622	ENSG00000152439.13
chr10	14897229	14897278	SUV39H2	0	+	14897229	14897278	0	1	49	0	0.716567454768044	0.00100787331376106	ENSG00000152455.16
chr2	43224049	43224098	ZFP36L2	0	-	43224049	43224098	0	1	49	0	-1.7702532639908	0.000968311934428368	ENSG00000152518.8
chr3	151445739	151445788	IGSF10	0	-	151445739	151445788	0	1	49	0	0.764359808786932	0.000325923806168249	ENSG00000152580.8
chr3	151447087	151447136	IGSF10	0	-	151447087	151447136	0	1	49	0	-0.669920329950127	0.00200416278751603	ENSG00000152580.8
chr3	152268306	152268355	MBNL1	0	+	152268306	152268355	0	1	49	0	2.59026716492608	0.00186327666183361	ENSG00000152601.17
chr3	152465032	152465081	MBNL1	0	+	152465032	152465081	0	1	49	0	0.518508798400653	0.00100589193639422	ENSG00000152601.17
chr2	32222246	32222295	SLC30A6	0	+	32222246	32222295	0	1	49	0	3.71357206654328	5.19553393529825e-07	ENSG00000152683.14
chr5	52801561	52801610	PELO	0	+	52801561	52801610	0	1	49	0	-0.851371185774839	0.00129661759976019	ENSG00000152684.11
chr4	82429762	82429811	HNRNPDL	0	-	82429762	82429811	0	1	49	0	-2.42970710026488	0.00149921441051415	ENSG00000152795.17
chr1	235329802	235329851	GGPS1	0	+	235329802	235329851	0	1	49	0	4.51085950651684	0.00354098007678472	ENSG00000152904.11
chr1	235342505	235342554	GGPS1	0	+	235342505	235342554	0	1	49	0	4.58496747867057	0.00311058757254157	ENSG00000152904.11
chr7	64977519	64977568	ZNF117	0	-	64977519	64977568	0	1	49	0	4.46014441377681	3.49139865352122e-07	ENSG00000152926.15
chr7	64977619	64977668	ZNF117	0	-	64977619	64977668	0	1	49	0	3.87120101074686	2.07325064882635e-06	ENSG00000152926.15
chr7	64978269	64978318	ZNF117	0	-	64978269	64978318	0	1	49	0	2.98568193770052	0.000585533661290216	ENSG00000152926.15
chr7	64978369	64978418	ZNF117	0	-	64978369	64978418	0	1	49	0	3.11351530822024	0.00399576907910004	ENSG00000152926.15
chr4	22387657	22387706	ADGRA3	0	-	22387657	22387706	0	1	49	0	0.884362016415104	0.000164690781506827	ENSG00000152990.14
chr1	181055590	181055639	MR1	0	+	181055590	181055639	0	1	49	0	0.723387065745795	0.00121367449808663	ENSG00000153029.14
chr6	4890051	4890100	CDYL	0	+	4890051	4890100	0	1	49	0	0.517079092737833	0.00433623941774208	ENSG00000153046.18
chr16	11691355	11691404	TXNDC11	0	-	11691355	11691404	0	1	49	0	1.43238546832016	0.0007199272912074	ENSG00000153066.12
chr2	111769252	111769301	ANAPC1	0	-	111769252	111769301	0	1	49	0	1.02408730232983	0.0036694257582579	ENSG00000153107.13
chr2	106423698	106423747	RGPD3	0	-	106423698	106423747	0	1	49	0	5.62040086570779	3.30971312578753e-08	ENSG00000153165.19
chr2	106424897	106424946	RGPD3	0	-	106424897	106424946	0	1	49	0	1.51080730899246	0.000739708945660222	ENSG00000153165.19
chr1	244864162	244864211	HNRNPU	0	-	244864162	244864211	0	1	49	0	-4.76856373190638	0.00143143359666009	ENSG00000153187.20
chr2	108764024	108764073	RANBP2	0	+	108764024	108764073	0	1	49	0	-1.91851117515396	0.00453621287412465	ENSG00000153201.16
chr2	108765524	108765623	RANBP2	0	+	108765524	108765623	0	1	99	0	-1.59327749920032	2.09531446645909e-05	ENSG00000153201.16
chr2	108766473	108766522	RANBP2	0	+	108766473	108766522	0	1	49	0	0.968712956926295	0.000196667883998747	ENSG00000153201.16
chr1	246855781	246857693	AHCTF1	0	-	246855781	246857693	0	2	47,3	0,1910	-5.01063529408689	0.00196584431925406	ENSG00000153207.16
chr16	4463694	4463743	NMRAL1	0	-	4463694	4463743	0	1	49	0	4.87519732320116	0.00186227220706647	ENSG00000153406.13
chr16	4609033	4609082	UBALD1	0	-	4609033	4609082	0	1	49	0	0.995717865505478	0.00133855219649137	ENSG00000153443.13
chr13	110719694	110719743	ING1	0	+	110719694	110719743	0	1	49	0	-6.09582456242286	2.16430378384702e-05	ENSG00000153487.13
chr3	33389481	33389530	UBP1	0	-	33389481	33389530	0	1	49	0	-1.53784425924709	0.000441356371302493	ENSG00000153560.12
chr16	84974768	84974817	ZDHHC7	0	-	84974768	84974817	0	1	49	0	-0.840018945473253	0.00311543031313277	ENSG00000153786.13
chr16	84975855	84975904	ZDHHC7	0	-	84975855	84975904	0	1	49	0	-2.11187681743299	4.13997672050748e-05	ENSG00000153786.13
chr2	229767586	229767635	TRIP12	0	-	229767586	229767635	0	1	49	0	1.37390262882473	0.00179121346384869	ENSG00000153827.13
chr5	66178819	66178868	SREK1	0	+	66178819	66178868	0	1	49	0	5.04342511675823	3.7125034157981e-07	ENSG00000153914.16
chr1	87104899	87104948	HS2ST1	0	+	87104899	87104948	0	1	49	0	4.70048036579241	0.00253867714597744	ENSG00000153936.17
chr3	100365621	100365670	TOMM70	0	-	100365621	100365670	0	1	49	0	-4.47733681431718	0.000770598233656883	ENSG00000154174.8
chr15	101065948	101065997	LRRK1	0	+	101065948	101065997	0	1	49	0	-2.43171492103816	0.00333767205359503	ENSG00000154237.13
chr1	222628551	222628600	MIA3	0	+	222628551	222628600	0	1	49	0	-0.958500983875803	0.000409317689256339	ENSG00000154305.18
chr1	222628949	222628998	MIA3	0	+	222628949	222628998	0	1	49	0	1.41804305943447	0.000530727590916547	ENSG00000154305.18
chr1	228394821	228394870	TRIM11	0	-	228394821	228394870	0	1	49	0	0.927509615478943	0.00433242804044243	ENSG00000154370.16
chr6	89098752	89098801	SRSF12	0	-	89098752	89098801	0	1	49	0	-4.96109484754598	0.00304896080061789	ENSG00000154548.9
chr4	118513833	118513882	CEP170P1	0	+	118513833	118513882	0	1	49	0	-4.85203026375859	0.000195467294831886	ENSG00000154608.14
chr4	118515080	118515129	CEP170P1	0	+	118515080	118515129	0	1	49	0	4.65396035014816	8.76234507063423e-07	ENSG00000154608.14
chr4	118515229	118515278	CEP170P1	0	+	118515229	118515278	0	1	49	0	-0.962669244749507	0.00370982516848184	ENSG00000154608.14
chr21	17796694	17796743	C21orf91	0	-	17796694	17796743	0	1	49	0	0.907760241991599	0.000192023337625913	ENSG00000154642.11
chr21	17796943	17796992	C21orf91	0	-	17796943	17796992	0	1	49	0	1.00909569116155	0.000114973331625356	ENSG00000154642.11
chr21	26845112	26845161	ADAMTS1	0	-	26845112	26845161	0	1	49	0	5.73334127689776	0.000391848163290187	ENSG00000154734.15
chr3	12503329	12503378	TSEN2	0	+	12503329	12503378	0	1	49	0	0.696200618046837	0.00102650421298955	ENSG00000154743.18
chr17	35441132	35441181	SLFN13	0	-	35441132	35441181	0	1	49	0	0.908824915363353	0.000391207105010061	ENSG00000154760.14
chr3	17011797	17011846	PLCL2	0	+	17011797	17011846	0	1	49	0	1.6217837482564	0.00243345638140358	ENSG00000154822.18
chr18	9547390	9547439	PPP4R1	0	-	9547390	9547439	0	1	49	0	0.827896155217274	0.00127332691715365	ENSG00000154845.15
chr18	9547639	9547688	PPP4R1	0	-	9547639	9547688	0	1	49	0	5.58724865839088	2.70455132733715e-08	ENSG00000154845.15
chr18	9563017	9563066	PPP4R1	0	-	9563017	9563066	0	1	49	0	-0.667354425998215	0.00245526755260106	ENSG00000154845.15
chr7	55471592	55471641	VOPP1	0	-	55471592	55471641	0	1	49	0	1.03705439566868	0.00114358502706091	ENSG00000154978.13
chr7	55471942	55471991	VOPP1	0	-	55471942	55471991	0	1	49	0	-3.34638914367377	0.00183186015164705	ENSG00000154978.13
chr7	55472191	55472240	VOPP1	0	-	55472191	55472240	0	1	49	0	4.11087386401229	4.33789393461392e-06	ENSG00000154978.13
chr8	103072903	103072952	ATP6V1C1	0	+	103072903	103072952	0	1	49	0	-0.919271360012292	0.00181200395171766	ENSG00000155097.12
chr6	110962498	110967551	GTF3C6	0	+	110962498	110967551	0	2	8,42	0,5012	-0.777407524177687	0.000479391837556631	ENSG00000155115.7
chr10	97714712	97714761	MARVELD1	0	+	97714712	97714761	0	1	49	0	1.1195554625132	0.00433684326963912	ENSG00000155254.13
chr10	97759558	97759607	ZFYVE27	0	+	97759558	97759607	0	1	49	0	2.28092359621285	0.00221231815457357	ENSG00000155256.17
chr4	8468182	8468231	TRMT44	0	+	8468182	8468231	0	1	49	0	0.643646536786915	0.00175065460663848	ENSG00000155275.19
chr4	8473598	8475774	TRMT44	0	+	8473598	8475774	0	2	47,3	0,2174	-1.04560972496534	0.00263940467892387	ENSG00000155275.19
chr16	46802624	46802673	C16orf87	0	-	46802624	46802673	0	1	49	0	0.780794487619911	0.00038447933122443	ENSG00000155330.10
chr16	50102375	50102424	HEATR3	0	+	50102375	50102424	0	1	49	0	4.91998092581876	3.09003506415717e-06	ENSG00000155393.13
chr14	22771309	22771493	OXA1L	0	+	22771309	22771493	0	2	40,60	0,125	-5.49511694236162	2.37448619206064e-05	ENSG00000155463.14
chr5	154803727	154804231	LARP1	0	+	154803727	154804231	0	2	19,31	0,474	-6.12905021005118	0.00309363821914011	ENSG00000155506.17
chr5	56922781	56922830	MIER3	0	-	56922781	56922830	0	1	49	0	6.50727771237565	3.97783583849787e-09	ENSG00000155545.19
chr16	25236550	25236599	ZKSCAN2	0	-	25236550	25236599	0	1	49	0	-3.61418856151235	1.88143502937166e-05	ENSG00000155592.16
chr16	25239444	25239493	ZKSCAN2	0	-	25239444	25239493	0	1	49	0	-0.737598943130778	0.00145266486467532	ENSG00000155592.16
chr2	200981593	200981642	FAM126B	0	-	200981593	200981642	0	1	49	0	-1.18958406687363	0.00018830956307192	ENSG00000155744.9
chr5	149833429	149833478	PPARGC1B	0	+	149833429	149833478	0	1	49	0	-1.66467404090862	0.000863318956335957	ENSG00000155846.17
chr7	36855158	36855207	ELMO1	0	-	36855158	36855207	0	1	49	0	0.937344141071987	0.000398658811604946	ENSG00000155849.15
chr5	157137721	157137770	MED7	0	-	157137721	157137770	0	1	49	0	0.869897692304444	0.00110824300113443	ENSG00000155868.8
chr8	133038226	133038275	SLA	0	-	133038226	133038275	0	1	49	0	0.666962401526641	0.000656763235651892	ENSG00000155926.14
chr10	72887296	72887345	MCU	0	+	72887296	72887345	0	1	49	0	-1.50127234584869	0.00117539738270067	ENSG00000156026.14
chr14	73739424	73739473	MIDEAS	0	-	73739424	73739473	0	1	49	0	-0.541084184126716	0.00161429835833915	ENSG00000156030.13
chr21	29054189	29054238	USP16	0	+	29054189	29054238	0	1	49	0	4.45434729609856	7.97184784873117e-06	ENSG00000156256.15
chr21	29326793	29326842	BACH1	0	+	29326793	29326842	0	1	49	0	1.43527198428321	0.00101596295719863	ENSG00000156273.16
chr21	29326992	29327041	BACH1	0	+	29326992	29327041	0	1	49	0	1.22167238142534	0.000199745629280601	ENSG00000156273.16
chr21	29342587	29342636	BACH1	0	+	29342587	29342636	0	1	49	0	-0.928937693574923	0.000152070479647381	ENSG00000156273.16
chr21	29343134	29343183	BACH1	0	+	29343134	29343183	0	1	49	0	-0.748790672128648	0.00349871051305983	ENSG00000156273.16
chr21	31671847	31671896	SCAF4	0	-	31671847	31671896	0	1	49	0	0.763479188504133	0.00434808178932144	ENSG00000156304.15
chr11	57672561	57672610	ZDHHC5	0	+	57672561	57672610	0	1	49	0	-0.85566611005772	0.00406993867684247	ENSG00000156599.11
chr11	57698944	57698993	ZDHHC5	0	+	57698944	57698993	0	1	49	0	4.23892579103283	2.0437772051185e-05	ENSG00000156599.11
chr11	57699143	57699192	ZDHHC5	0	+	57699143	57699192	0	1	49	0	-1.72955739777108	0.00328781151477686	ENSG00000156599.11
chr10	75028576	75028625	KAT6B	0	+	75028576	75028625	0	1	49	0	0.976975683695737	0.000396855142295816	ENSG00000156650.14
chr10	75031175	75031224	KAT6B	0	+	75031175	75031224	0	1	49	0	-4.85592890479179	0.000865501453170991	ENSG00000156650.14
chr8	37860015	37860064	RAB11FIP1	0	-	37860015	37860064	0	1	49	0	-1.91748535839837	9.23884759924665e-05	ENSG00000156675.16
chr8	37860165	37860214	RAB11FIP1	0	-	37860165	37860214	0	1	49	0	1.64020957109619	0.00276917561077883	ENSG00000156675.16
chrX	129924919	129924968	UTP14A	0	+	129924919	129924968	0	1	49	0	-3.93182563220458	0.00380927728205105	ENSG00000156697.13
chr8	38207739	38209034	BAG4	0	+	38207739	38209034	0	2	28,22	0,1274	-4.41884060778723	0.00164153523262001	ENSG00000156735.11
chr8	38210377	38210426	BAG4	0	+	38210377	38210426	0	1	49	0	0.840253097182031	0.000231267697704651	ENSG00000156735.11
chr8	38210625	38210674	BAG4	0	+	38210625	38210674	0	1	49	0	-0.517400662396302	0.00255997959406851	ENSG00000156735.11
chr8	38210773	38210822	BAG4	0	+	38210773	38210822	0	1	49	0	1.94738181966677	6.04488555572269e-05	ENSG00000156735.11
chr16	30604787	30604836	ZNF689	0	-	30604787	30604836	0	1	49	0	4.31303376266718	0.00014613281758824	ENSG00000156853.13
chr16	30604986	30605084	ZNF689	0	-	30604986	30605084	0	1	98	0	1.72233096279723	4.12295511374931e-05	ENSG00000156853.13
chr2	231398373	231398422	B3GNT7	0	+	231398373	231398422	0	1	49	0	-0.675510039073847	0.000306416636975171	ENSG00000156966.7
chr2	231399221	231399270	B3GNT7	0	+	231399221	231399270	0	1	49	0	4.95229971708328	0.000492830703317848	ENSG00000156966.7
chr3	9842012	9842061	RPUSD3	0	-	9842012	9842061	0	1	49	0	4.49980967033026	0.00113085835112736	ENSG00000156990.14
chr3	10260413	10260462	TATDN2	0	+	10260413	10260462	0	1	49	0	0.527876136102586	0.00169370350236153	ENSG00000157014.11
