chr	start	end	strand	pvalue	qvalue	meth.diff	dist.to.feature	feature.name	feature.strand
chr19	49324716	49327715	-	0.000940172204438985	0.00515328665033357	-22.3706324635117	0	SLC6A16	-
chr16	81149320	81152319	+	0.00094075964644112	0.00515578109554218	-31.1188811188811	0	AC092718.9	+
chr2	84312608	84315607	+	0.000941002227236291	0.00515638511210996	-44.9260042283298	0	AC106874.1	+
chr16	17470461	17473460	-	0.000941206537089583	0.00515664320779454	-13.3227898782832	0	XYLT1	-
chr17	45895181	45898180	-	0.000941314076514619	0.00515664320779454	-11.7715673205104	0	MAPT-IT1	+
chr15	55408011	55411010	-	0.000941501190635749	0.00515694303729128	-10.3058823529412	0	C15orf65	+
chr6	28256797	28259796	+	0.00094189191496327	0.00515835787254241	-17.3728813559322	0	NKAPL	+
chr7	190071	193070	+	0.000943063400683882	0.00516404762069731	-12.0170420510363	0	FAM20C	+
chr6	44126953	44129952	-	0.000943466490346235	0.00516552876056747	-8.44137136271968	0	TMEM63B	+
chr16	30982707	30985706	+	0.000944502295014824	0.00517047314534886	-12.1100047415837	0	HSD3B7	+
chr11	110090892	110093891	+	0.000944857940529421	0.00517169327993868	-10.1392711885296	0	ZC3H12C	+
chr1	81557203	81560202	-	0.00094643546440546	0.00517960010057807	-21.9748599121611	0	AL138799.3	-
chr2	2730458	2733457	-	0.000950322943676977	0.0051994143638956	-21.3273195876289	0	AC018685.1	-
chr20	43588437	43591436	+	0.00095029071450784	0.0051994143638956	-11.9445771619685	0	Z98752.4	-
chr19	48270784	48273783	-	0.000951327833447086	0.00520418140035546	-9.10017520017029	0	ZNF114	+
chr11	69465098	69468097	+	0.000951720557097071	0.00520559875059202	-22.5124943207633	0	AP000439.3	+
chr13	110507680	110510679	-	0.000953163353777011	0.00521202673306899	-26.4316635745207	0	COL4A2-AS1	-
chr3	87742150	87745149	-	0.000953498287374938	0.0052131264259215	-35.7142857142857	0	RNU6-873P	-
chr10	6142434	6145433	+	0.00095379194079912	0.00521400014788517	-16.5111509869264	0	PFKFB3	+
chr1	165706785	165709784	-	0.000955472771779393	0.00522113899647387	-22.575155984118	0	AL451074.6	-
chr16	71623661	71626660	+	0.0009553884462435	0.00522113899647387	32.7505827505827	0	MARVELD3	+
chr1	201280952	201283951	+	0.000956143441535463	0.00522392254768779	-14.4508670520231	0	PKP1	+
chr4	41882456	41885455	-	0.000956969300463624	0.00522770145835934	-30.1647220315717	0	LINC00682	-
chr2	230068494	230071493	-	0.000957528653550067	0.00523002365381981	-14.5358112167734	0	SLC16A14	-
chr7	112613940	112616939	+	0.000958008291435148	0.00523190985459921	-39.8620689655172	0	AC002463.1	+
chr2	232767450	232770449	-	0.000959283645034702	0.00523740636192387	-21.1751662971175	0	AC064852.1	-
chr3	182791003	182794002	+	0.000959802532463938	0.00523950499609483	12.3905723905724	0	ATP11B	+
chr17	4701730	4704729	+	0.000960015767600537	0.00523993473824841	-8.32472748135399	0	AC091153.3	+
chr1	183635284	183638283	-	0.00096129965213514	0.00524547246798212	-6.59278838426232	0	RGL1	+
chr9	33402183	33405182	-	0.000961638300525706	0.00524585072076444	-14.8215343601896	0	AL356218.2	+
chr20	23986792	23989791	+	0.000961519341620639	0.00524585072076444	-16.6666666666667	0	GGTLC1	-
chr12	117450512	117453511	+	0.000963279356889502	0.00525259621327415	-34.4444444444444	0	AC073864.1	+
chr15	91097450	91100449	+	0.000963147011404237	0.00525259621327415	-14.5516964092413	0	AC127520.1	-
chr2	23359877	23362876	-	0.000966072252778203	0.00526635105051426	-29.2380136986301	0	AC012506.2	-
chrX	134796733	134799732	-	0.000966991153840438	0.00527062269453676	-8.70390884633644	0	FAM122C	+
chr18	58473691	58476690	+	0.000967181404998444	0.00527092216448159	30.5860805860806	0	AC105105.4	+
chr11	65167654	65170653	+	0.000967782275569444	0.00527272147479828	-30.6678782371649	0	SPDYC	+
chr1	42776291	42779290	-	0.000968479568966441	0.00527578263307058	-14.2523860021209	0	AC098484.1	-
chr17	39545745	39548744	-	0.000970424296948297	0.00528563737243022	-38.1570810142239	0	RNU6-233P	-
chr1	152672795	152675794	+	0.000971022926608551	0.00528808976905747	-38.9340560072267	0	LCE2C	+
chr3	44685154	44688153	-	0.000971146045638227	0.00528808976905747	-16.0943257184967	0	ZKSCAN7-AS1	-
chr11	2160710	2163709	-	0.000973248710214315	0.00529731780164854	-12.8480615990689	0	INS	-
chr11	2160722	2163721	-	0.000973248710214315	0.00529731780164854	-12.8480615990689	0	INS	-
chr14	86934140	86937139	+	0.000973159816675069	0.00529731780164854	-27.852998065764	0	AL358292.1	+
chr1	160208370	160211369	-	0.000973539575734026	0.00529816068353157	-30.4843304843305	0	AL121987.2	-
chr17	82742568	82745567	+	0.000975301980418108	0.00530701056672544	-22.8038815117467	0	AC024361.1	+
chr8	145000311	145003310	+	0.00097559725474644	0.00530787584617983	11.3164520879852	0	ZNF252P-AS1	+
chr19	42936708	42939707	-	0.000975769467480214	0.00530807144333078	-22.2255105060669	0	PSG7	-
chr6	73360158	73363157	+	0.000976445675852826	0.00530952558666204	-19.8332340678976	0	KHDC3L	+
chr19	3868491	3871490	+	0.000976350850473586	0.00530952558666204	-21.4714714714715	0	ZFR2	-
chr4	143511202	143514201	+	0.000976686809120168	0.00531009555467915	-5.16162669447341	0	SMARCA5	+
chr22	37986923	37989922	-	0.000977085158442031	0.00531152000378305	-18.6064516129032	0	MIR4534	+
chr17	46970517	46973516	+	0.000977498727635564	0.00531228556571476	-27.956487956488	0	MIR5089	+
chr22	36064033	36067032	+	0.000977857198436225	0.00531349242085133	-10.4417157895484	0	Z95114.4	+
chr10	49133522	49136521	-	0.000978892831752082	0.0053179925739411	-44.3850267379679	0	FAM170B	-
chr22	20416400	20419399	-	0.000978958407078209	0.0053179925739411	-13.832873930074	0	RNU6-225P	-
chr18	58598131	58601130	+	0.00098064582909452	0.00532641637930522	-16.7813694820994	0	SNORA108	+
chr19	55113920	55116919	+	0.000984454121474444	0.00534337610450564	-16.6451612903226	0	AC010327.8	+
chr5	3535595	3538594	-	0.000985758432954899	0.00534971019166315	-13.492975734355	0	LINC01019	-
chr14	23374273	23377272	+	0.000986806534858792	0.00535465225873022	-18.8564780187817	0	CMTM5	+
chr17	753500	756499	-	0.000987980906392531	0.00535953157060591	-37.218045112782	-1237	GEMIN4	-
chr6	4133572	4136571	+	0.000988874817927328	0.00536363388086314	7.81877910314474	0	ECI2-DT	+
chr7	74647731	74650730	+	0.000989543857340968	0.00536588545529354	-23.7151702786378	0	GTF2I	+
chr10	92573594	92576593	-	0.000989565424485401	0.00536588545529354	-7.47492582412582	0	IDE	-
chr3	119322261	119325260	-	0.000990296134594892	0.00536910033725039	-5.94680071908915	0	ARHGAP31-AS1	-
chr11	1047380	1050379	+	0.000991116289264863	0.00537279919959821	-12.5710835269659	0	LINC02688	+
chr11	60855451	60858450	-	0.000991448824106611	0.00537310641945924	-28.772378516624	0	PTGDR2	-
chr1	11905440	11908439	+	0.000992483041507392	0.00537796312170266	-35.4545454545455	0	AL021155.4	+
chr17	41252884	41255883	+	0.000994477302799405	0.00538652159768504	23.0331262939959	0	KRTAP9-9	+
chr19	16131528	16134527	+	0.00099437064367565	0.00538652159768504	-18.5516178736518	0	HSH2D	+
chr19	38286651	38289650	+	0.000995256242850111	0.00538999123317476	-16.0569700517023	0	AC011479.2	+
chr2	219493625	219496624	+	0.000996312835495143	0.0053942943306396	-15.3151581243184	0	SPEGNB	+
chr3	185824543	185827542	-	0.000996327755331842	0.0053942943306396	-7.79890002217121	0	IGF2BP2	-
chr10	70050346	70053345	+	0.000996876341662788	0.00539651443711422	-11.3205503195753	0	MACROH2A2	+
chr1	37473912	37476911	-	0.000997260609241183	0.00539784452313329	-6.75143837934536	0	ZC3H12A	+
chr12	54031450	54034449	+	0.000997615058312582	0.00539896000292232	-16.4388794567063	0	MIR615	+
chr19	33064389	33067388	-	0.000997743885535561	0.00539896000292232	-10.5825625986916	0	RHPN2	-
chr5	41510129	41513128	-	0.000998603987421621	0.00540286365694573	-17.5213675213675	0	PLCXD3	-
chr11	43309463	43312462	+	0.000999659798079949	0.00540782494573037	-12.384099427895	0	API5	+
chr5	9522679	9525678	-	0.00100145645422196	0.00541679202641162	-35.2402745995423	0	AC027335.1	-
chr11	303645	306644	-	0.00100260153160147	0.00542072764240601	-14.1572285143238	-987	IFITM2	+
chr22	29719360	29722359	-	0.00100252118703774	0.00542072764240601	-10.6218157936634	0	CABP7	+
chr20	34872357	34875356	-	0.001002874370369	0.00542145033274001	-13.3074813203443	0	GGT7	-
chr5	271017	274016	-	0.00100379996809869	0.00542570109022956	-7.05041845274546	0	PDCD6	+
chr11	128942900	128945899	-	0.0010097223207829	0.00545474172572448	-18.0131316014844	0	TP53AIP1	-
chr4	112755418	112758417	-	0.00101065406593821	0.00545896133369703	-25.070126227209	0	AC017007.1	-
chr20	35146837	35149836	-	0.00101204386748881	0.00546571036434586	-10.1080512526296	0	EDEM2	-
chr3	129540714	129543713	+	0.00101243726941453	0.00546707704879997	-45.8333333333333	0	H1-8	+
chr16	57830143	57833142	-	0.00101258455410075	0.00546711452598681	-20.1772049939589	0	RNU6-20P	-
chr16	4844165	4847164	+	0.00101280851373814	0.00546756591638986	-25.0836120401338	102	GLYR1	-
chr11	47576089	47579088	-	0.00101320935433941	0.00546897192715694	-13.3748243324634	0	KF459542.1	+
chr11	112268249	112271248	+	0.00101459055284216	0.00547566846577533	-34.2391304347826	0	LINC02762	+
chr2	24673809	24676808	+	0.0010165601478077	0.0054846229051292	-12.6760563380282	0	RNU6-936P	+
chrX	70930626	70933625	-	0.0010166721087906	0.0054846229051292	-22.3357664233577	0	SLC7A3	-
chr2	178448846	178451845	+	0.0010173842837409	0.00548770489796824	-5.88186272875762	0	PJVK	+
chr5	157263579	157266578	+	0.0010188934084249	0.00549280275743038	-9.76074895977809	0	CYFIP2	+
chr9	122159280	122162279	-	0.00101865295944252	0.00549280275743038	-6.68706789074011	0	MORN5	+
chr12	126188651	126191650	+	0.00101889183590191	0.00549280275743038	-15.081923180231	0	AC005888.1	-
chr21	14213630	14216629	+	0.00101878925945108	0.00549280275743038	-10.6829573934837	0	RBM11	+
chr15	75346662	75349661	-	0.00102071849619278	0.00550188031260408	-10.758432566654	0	NEIL1	+
chr19	39248357	39251356	-	0.0010208659375466	0.00550191375167787	-16.7025398191993	0	IFNL4	-
chr6	162727276	162730275	-	0.00102150779013117	0.0055046114212975	-7.18085106382979	0	PACRG	+
chr5	179378262	179381261	-	0.00102271608847454	0.00551036033561904	-16.04284658951	0	AC109479.1	-
chr5	179972084	179975083	+	0.00102397615669859	0.00551486121722573	-15.0642445724413	0	AC010285.3	+
chr11	75668621	75671620	-	0.00102496619693897	0.00551866733956569	-17.9075014100395	0	MAP6	-
chr12	121104720	121107719	+	0.00102524092732844	0.00551938368215582	-13.9759036144578	0	AC079602.1	+
chr7	140401558	140404557	+	0.00102558060197519	0.00551991875822534	-17.3722769709544	0	RAB19	+
chr22	29319180	29322179	-	0.00102562371895867	0.00551991875822534	-23.57910906298	-1961	AC002059.1	-
chr1	101996427	101999426	-	0.00102586828299455	0.00552047229783846	-17.0131947221112	0	OLFM3	-
chr2	156432790	156435789	+	0.00102632224915881	0.00552062734272047	-12.9551820728291	0	GPD2	+
chr5	129092249	129095248	+	0.00102618408706044	0.00552062734272047	-17.4736842105263	0	ISOC1	+
chr13	48532757	48535756	-	0.00102629236656145	0.00552062734272047	-8.62600410984495	0	RCBTB2	-
chr14	32076294	32079293	-	0.00102766150147013	0.00552706803669321	13.3718781350652	0	ARHGAP5-AS1	-
chr2	65545197	65548196	-	0.00102784850930112	0.00552731069572408	-21.8692953632713	0	RN7SL635P	-
chr6	130573613	130576612	-	0.00102991996632454	0.00553692137567936	-30.2177858439201	0	AL357274.1	-
chr2	94868930	94871929	+	0.00103073059672969	0.00554051475032495	-26.0858521717043	0	TEKT4	+
chr7	134546610	134549609	+	0.00103189450625819	0.0055452407906315	-17.9718943993451	0	AKR1B15	+
chr16	89816158	89819157	-	0.00103389166329053	0.00555520686117	-11.970282979493	0	FANCA	-
chr17	7261590	7264589	-	0.00103404488077587	0.00555526387127621	-12.2655168072517	0	CLDN7	-
chr3	123064525	123067524	+	0.0010347959336878	0.0055585322113635	-12.3883890680699	0	PDIA5	+
chr1	21974522	21977521	+	0.00103555241569029	0.00556169747623721	-16.0598793692319	0	CELA3B	+
chr19	57317972	57320971	+	0.00103567073527467	0.00556169747623721	-5.37745375456351	0	ZNF543	+
chr13	37484270	37487269	-	0.00103583197400614	0.00556179662955328	-28.9978678038379	0	LINC01048	-
chr3	142578410	142581409	+	0.00103657144369972	0.00556346660089868	-6.69086613946387	0	ATR	-
chr22	39239688	39242687	+	0.00103637428396383	0.00556346660089868	-12.0139799038882	0	AL031590.1	+
chr19	47329675	47332674	+	0.00103744720530436	0.00556739990117529	-21.3126981167257	0	C5AR2	+
chr11	104968867	104971866	-	0.00103778300162093	0.00556843482481315	-20.3726708074534	-294	CASP4	-
chr12	124899012	124902011	+	0.00103806130016906	0.00556916098995807	-25.1988636363636	0	RNU6-927P	+
chr2	19358124	19361123	-	0.00103830028450009	0.00556967606481697	13.8761999337968	0	OSR1	-
chr8	40897334	40900333	-	0.00103935598379708	0.00557354099094575	-18.6505734369219	0	ZMAT4	-
chr22	30236694	30239693	+	0.00103944273149682	0.00557354099094575	-31.4044943820225	0	LIF-AS1	+
chr17	67042054	67045053	+	0.00104014797198441	0.00557646568450147	-16.6725768321513	0	CACNG1	+
chr20	18564953	18567952	+	0.00104028176432479	0.00557646568450147	-10.7801377056833	0	SMIM26	+
chr11	67054347	67057346	+	0.00104212800461455	0.00558482548077589	-12.4365300080739	0	RHOD	+
chr11	68942353	68945352	-	0.0010424117824412	0.00558557785213162	-26.7263178369967	0	AP000808.1	-
chr18	26131352	26134351	+	0.00104277165753714	0.00558673771411901	-7.87355316117096	0	PSMA8	+
chrX	49169398	49172397	+	0.00104361354256303	0.00559047931113076	-13.8619275461381	0	PLP2	+
chr19	4902397	4905396	-	0.00104438244793018	0.0055938289920418	-16.75983436853	0	UHRF1	+
chr1	31294482	31297481	+	0.00104549683547878	0.00559806063997692	-8.91284815813118	0	SNRNP40	-
chr3	20268571	20271570	-	0.00104560362511801	0.00559806063997692	-41.6589861751152	0	RNU6-822P	-
chr5	133026105	133029104	-	0.00104774360212124	0.00560874701396632	-14.4479202873363	0	ZCCHC10	-
chr1	1052533	1055532	+	0.00104971810637304	0.00561700121342882	-13.0882671871611	0	AL645608.5	+
chr9	3896142	3899141	+	0.00104960985881762	0.00561700121342882	-23.4259259259259	0	GLIS3-AS1	+
chrX	154547073	154550072	-	0.00104947301822213	0.00561700121342882	-10.1190476190476	0	IKBKG	+
chr22	21542397	21545396	+	0.00105233347412951	0.00562873118948696	-45.9677419354839	0	AP000557.1	+
chr12	123759688	123762687	+	0.00105499266712235	0.00564135063112574	-12.9440417624856	0	DNAH10	+
chr17	7575455	7578454	+	0.00105656205652344	0.00564896718526912	-23.9255793711239	0	SNORA67	+
chr7	18430239	18433238	-	0.00105888800543189	0.00565907288401692	-32.1212121212121	0	AC010082.1	-
chr19	37368561	37371560	+	0.00105904556482632	0.00565913854290937	11.8884540117417	0	ZNF527	+
chr10	72653777	72656776	-	0.00106124621099545	0.00566856521998188	-21.6363636363636	0	AL513185.1	-
chr1	44152981	44155980	-	0.00106160623905638	0.00566893365900495	-48.8413547237077	0	AL359839.1	-
chr2	207685460	207688459	+	0.00106159166325529	0.00566893365900495	-21.5301003344482	0	AC096772.1	+
chr3	112974604	112977603	-	0.00106222996091805	0.00567070962416919	-49.5670995670996	0	CD200R1	-
chrX	75198991	75201990	+	0.00106222996091805	0.00567070962416919	-49.5670995670996	-713	RNU6-562P	+
chr22	50250906	50253905	-	0.00106626947806211	0.00568993527642596	-10.4093374979451	0	HDAC10	-
chr18	37235743	37238742	-	0.00106646280367349	0.00569018744241896	-23.8160603980782	0	AC015961.1	-
chr11	64892950	64895949	-	0.00106738260222153	0.00569431515605856	-15.1042263668965	0	MIR194-2HG	-
chr17	7478832	7481831	+	0.00106823846782789	0.0056973205797146	-16.4385442893111	0	SLC35G6	+
chr9	133529664	133532663	+	0.0010684297826572	0.00569756087384135	-15.2819433482417	0	ADAMTSL2	+
chr12	132141957	132144956	+	0.00106894988032459	0.0056995541456398	-5.30782438067206	0	NOC4L	+
chr2	64204986	64207985	-	0.00106982649563035	0.00570344753486795	-31.0394265232975	0	LINC00309	-
chr15	69565291	69568290	-	0.00107006648423202	0.00570394634554714	-20	0	AC100826.1	-
chr1	160069661	160072660	-	0.0010713009478494	0.00570962111586776	-17.5693224352609	0	KCNJ10	-
chr19	54437847	54440846	-	0.00107142421658307	0.00570962111586776	-25.896700143472	0	AC245884.8	-
chr8	102122932	102125931	+	0.00107220023896181	0.00571297501145635	-16.8083900226757	0	MIR5680	+
chr1	22632867	22635866	-	0.00107453929025642	0.00572465509463057	-26.8872549019608	0	MIR6127	-
chr10	100229097	100232096	-	0.0010757132609929	0.00573003353004652	-14.8401826484018	0	AL138921.1	+
chr22	23513103	23516102	-	0.00107584303013118	0.00573003353004652	-15.1268357810414	0	LINC02557	-
chr20	34311303	34314302	-	0.00107747003925498	0.00573791461096072	-19.625730994152	0	AHCY	-
chr19	18322613	18325612	-	0.0010778533068528	0.00573917107277895	-7.63844900913945	0	LSM4	-
chr1	3652262	3655261	-	0.001078470404256	0.00574031151287257	-11.6739244528291	0	TP73	+
chr1	201111952	201114951	-	0.00107836062196068	0.00574031151287257	-9.81540526934049	0	CACNA1S	-
chr3	33274525	33277524	+	0.00107850956135835	0.00574031151287257	-25.6302521008403	0	FBXL2	+
chr5	124393103	124396102	+	0.0010807245405518	0.00575131481928896	-40.1177460050463	0	AC016556.1	+
chr14	20706621	20709620	-	0.0010813365638321	0.00575378580031135	-28.413610251878	0	EGILA	-
chr8	6833035	6836034	+	0.0010815949068057	0.00575437443247967	-11.0872033948957	0	AF233439.1	+
chr7	100093348	100096347	-	0.00108245995065699	0.00575740406578962	-13.5199108883319	0	MIR106B	-
chrX	39905809	39908808	+	0.00108235780430654	0.00575740406578962	-28.2031550596383	0	AL592164.2	+
chr12	49536530	49539529	+	0.00108280025206301	0.00575842782513509	-6.31471952226669	0	AC020612.4	-
chr11	73236475	73239474	+	0.00108567356840529	0.00577213236757583	-37.2018052869117	0	AP002761.4	+
chr15	56733587	56736586	-	0.00108645844167602	0.00577472896650147	-29.7132616487455	0	ZNF280D	-
chr12	101871302	101874301	-	0.00109255439727589	0.00580554583902363	-26.2910798122066	0	RNU6-1183P	-
chr19	12933538	12936537	-	0.00109408610985944	0.00581130684613777	-15.7329988851728	0	FARSA	-
chr17	50719574	50722573	+	0.0010942607594682	0.00581144211112251	8.91667640528222	0	AC005921.4	+
chr5	5137830	5140829	+	0.0010947371322292	0.00581317952371708	-10.9219277202426	0	ADAMTS16	+
chr15	35084796	35087795	-	0.00109490232953287	0.00581326431061099	-42.3667570009033	0	NANOGP8	-
chr2	200736108	200739107	+	0.00109514537374715	0.00581376233773785	-31.947261663286	-934	LINC01792	-
chr19	48143408	48146407	+	0.00109549527896246	0.00581403523051533	-10.9892697366208	0	AC011466.2	+
chr12	120215570	120218569	+	0.00109685297562635	0.00581963158698224	-14.1394183583863	0	AC004263.2	+
chr15	58862675	58865674	+	0.0010969979397564	0.00581963158698224	-14.8148148148148	0	AC090515.5	-
chr3	48429587	48432586	-	0.00109866693734299	0.00582531244646741	-24.2660984848485	0	PLXNB1	-
chr3	142578234	142581233	-	0.00109866194124673	0.00582531244646741	-5.92451862557695	0	ATR	-
chr11	61790480	61793479	+	0.00109846261706019	0.00582531244646741	-8.89242336610758	0	FADS2	+
chr16	70376957	70379956	+	0.0010994135171627	0.00582847762126744	-15.5609096785567	0	AC012184.1	+
chr12	125981202	125984201	+	0.00110005683781955	0.00583109458664587	-24.6332046332046	0	LINC02826	+
chr17	47947776	47950775	-	0.00110144711361318	0.00583766970214987	-10.8733787708855	0	AC018521.2	-
chr4	169007930	169010929	+	0.00110205701612365	0.00584008543467995	5.63218390804598	0	AC021151.1	+
chr7	56092497	56095496	-	0.0011022027497309	0.00584008543467995	-21.9632938903646	0	PHKG1	-
chr18	13915208	13918207	-	0.001103397363526	0.00584562005931666	-17.6309121621622	0	MC2R	-
chr6	89314800	89317799	-	0.00110454318328222	0.00585089471100884	-29.6442687747036	0	GABRR2	-
chr16	19183561	19186560	-	0.00110506630649137	0.00585286988026804	-17.6102699144174	0	AC010494.1	-
chr3	194297829	194300828	+	0.00110523800002488	0.00585298345445478	-15.520907158044	0	AC117469.1	+
chr22	43149047	43152046	+	0.00110829352507008	0.00586836676214556	-13.1807419100237	0	TSPO	+
chr8	141354866	141357865	-	0.00110848880248993	0.00586860305803141	-12.1867167919799	0	AC100803.3	-
chrX	74924986	74927985	-	0.00111227498792189	0.00588624808511032	28.1007751937984	0	NEXMIF	-
chr20	63536877	63539876	-	0.00111252962251056	0.00588679590395257	-8.91156462585034	0	PTK6	-
chr6	166097165	166100164	+	0.00111452514038148	0.0058949527282499	-16.9782097842341	0	AL627443.2	+
chr7	99975543	99978542	-	0.00111508479345847	0.00589711215438158	-37.0766488413547	0	AZGP1	-
chr7	128570189	128573188	-	0.00111532423957821	0.00589757781359703	-20.4545454545455	-1563	AC108010.1	+
chr14	39109147	39112146	-	0.00111968774410767	0.00591984745815884	-19.9019607843137	-2077	GEMIN2	+
chr11	126101914	126104913	-	0.00112169454975726	0.00592643580439361	-19.4736842105263	0	AP000821.1	-
chr18	35965619	35968618	-	0.00112161056121541	0.00592643580439361	-24.3604651162791	0	AC118757.1	-
chr19	18254920	18257919	-	0.00112249027589731	0.00592983573333058	-12.312513474391	0	AC008397.1	-
chr7	36228385	36231384	-	0.00112370364722455	0.00593544075628914	-21.2121212121212	0	AC007327.2	-
chr10	70784902	70787901	-	0.00112623546233158	0.00594800738003343	-33.2388663967611	0	TBATA	-
chr1	88460436	88463435	+	0.00112727505022457	0.00595269073898577	-18.0418719211823	0	AL445438.1	+
chr16	81515324	81518323	+	0.00112785923098707	0.00595496833059113	-24.9607535321821	0	AC092139.3	+
chr2	60753753	60756752	+	0.00113313251292289	0.00598118930093649	-9.94591083407242	0	PAPOLG	+
chr2	230960567	230963566	-	0.00113800930659518	0.00600449038851623	-25.1629072681704	0	GPR55	-
chr4	133146794	133149793	+	0.00114303845397918	0.0060302089619121	16.5918460833715	0	PCDH10	+
chr3	46351234	46354233	+	0.00114409871398164	0.00603416807516313	-28.3433547584491	0	CCR2	+
chr14	49862350	49865349	-	0.00114461873367028	0.00603609351159139	-7.53964059196617	0	AL627171.3	+
chr1	92186737	92189736	+	0.00114499434376075	0.00603725699258257	-30.7453416149068	0	AC104836.1	+
chr8	59116540	59119539	+	0.001146202323527	0.00604199073247554	-10.7896302592435	0	AC090152.1	+
chr3	121047140	121050139	+	0.00114663639387339	0.00604346106390719	-32.034632034632	0	MIR5682	+
chr22	18075420	18078419	+	0.0011473968389774	0.006045833066734	-5.23123053857686	0	AC016027.1	-
chr5	176808019	176811018	+	0.00114759416609307	0.00604605500948818	-9.89198118022624	0	UNC5A	+
chr7	4883217	4886216	-	0.00114889060480144	0.0060520667356376	-16.9753086419753	0	RADIL	-
chr1	2814499	2817498	-	0.0011491903653569	0.00605282729617065	-18.8416988416988	0	AL592464.1	-
chr20	48022745	48025744	+	0.0011495880732305	0.00605410347339383	-22.9665071770335	0	AL139351.3	+
chr4	158168252	158171251	+	0.00114978498544525	0.00605432199351444	-18.2461786001609	0	FAM198B-AS1	+
chr11	123937043	123940042	+	0.00114994142647572	0.00605432737780265	-21.8612603810454	0	OR4D5	+
chr12	52946371	52949370	+	0.00115021248761827	0.0060549361425905	-17.3604060913706	0	KRT18	+
chr22	41949674	41952673	+	0.00115165370799203	0.00606088492229526	-18.7108886107634	0	LINC00634	+
chr10	14774398	14777397	-	0.00115265235124677	0.00606532113235415	-17.3158855751674	0	FAM107B	-
chr18	2511081	2514080	-	0.00115441676235697	0.00607296488556592	-40.9090909090909	0	AP005136.4	-
chr1	241356731	241359730	-	0.00115497519030758	0.00607508216830029	-16.9946605644546	0	AL359764.1	+
chr3	27722212	27725211	-	0.00115543601673557	0.00607668557201757	-10.4905777227285	0	EOMES	-
chr3	48662387	48665386	-	0.00115600975929994	0.00607888231284139	-6.99510823852318	0	LINC02585	+
chr17	47860842	47863841	+	0.00115660144911483	0.00608117282362912	-31.7697228144989	0	AC018521.3	+
chr5	181191353	181194352	-	0.00115782797364506	0.00608680009626764	-6.81416724050178	0	AC008443.5	+
chr5	171363618	171366617	+	0.001159492318498	0.00609323634645501	-27.0430107526882	0	SNORA70J	+
chr17	81450689	81453688	-	0.00115952152576745	0.00609323634645501	-13.0660120021822	0	MIR3186	-
chr1	202807988	202810987	-	0.00115968403862796	0.00609326837398867	11.1709472521403	0	PCAT6	+
chr12	119332212	119335211	+	0.0011606780423553	0.00609684643203221	-18.9075630252101	0	CCDC60	+
chr13	26251604	26254603	+	0.00116058907320387	0.00609684643203221	-7.45700620738781	0	CDK8	+
chr3	161429098	161432097	-	0.00116335599681665	0.00611008936982506	-39.1666666666667	0	AC112491.1	+
chr5	115601980	115604979	-	0.00116372242993868	0.00611118997819643	-15.7683586255015	0	TICAM2	-
chr12	69584324	69587323	-	0.00116544440077679	0.00611858310407816	-7.34332480402908	0	MIR3913-2	+
chr16	2116707	2119706	+	0.00116578645922995	0.00611955417319804	-20.05772005772	0	AC009065.4	+
chr12	6940478	6943477	+	0.00116641085952238	0.00612200687586827	-15.1606954689147	-339	RNU7-1	+
chr11	117665983	117668982	+	0.00116949025305845	0.00613734242326442	-18.6974789915966	0	AP001554.1	+
chr2	187002878	187005877	-	0.00117025325947214	0.00614051935920488	-17.0371669004208	0	AC007319.1	+
chr3	170181250	170184249	-	0.00117110005678426	0.00614248050518794	-10.5077059072216	0	PHC3	-
chr15	100558455	100561454	-	0.00117181602047871	0.00614498693362469	-13.2768361581921	0	RNU6-181P	-
chr19	49488115	49491114	+	0.00117189341367983	0.00614498693362469	-18.8946943630262	0	SNORD34	+
chr14	69483215	69486214	-	0.00117302939467575	0.00614928812671158	-16.1245658499953	0	PLEKHD1	+
chr7	98249879	98252878	+	0.00117519420769579	0.0061598076373506	-8.34795456644196	0	TECPR1	-
chr7	66073300	66076299	+	0.00117776963273781	0.00617089556321446	-11.8321142459073	0	ASL	+
chr19	2291525	2294524	-	0.00117778484180463	0.00617089556321446	-17.7777777777778	0	AC104530.1	+
chr15	70763059	70766058	-	0.00117861926448579	0.00617443698870951	-15.2478448275862	0	UACA	-
chr4	188136941	188139940	+	0.00117879708485526	0.00617453817944555	-32.2222222222222	0	TRIML1	+
chr20	24929340	24932339	+	0.00117923779458094	0.00617601617207588	-24.463768115942	0	AL035661.1	+
chr21	42218673	42221672	+	0.00118146191259801	0.00618600118350209	-9.82005485316743	0	ABCG1	+
chr8	27631368	27634367	+	0.00118210315877958	0.00618852688486203	-19.5806755202342	0	SCARA3	+
chr6	83725555	83728554	+	0.00118373487843595	0.0061955611504283	-28.3079390537289	0	AL136972.1	+
chr16	21505636	21508635	-	0.00118376489905372	0.0061955611504283	-16.7690732206861	0	MIR3680-1	-
chr17	10727277	10730276	+	0.00118471012604793	0.00619967530362671	-38.1618381618382	0	TMEM220	-
chr12	132197936	132200935	+	0.00118664368544069	0.00620895967311514	-11.772527120142	0	AC138466.4	+
chr5	416203	419202	+	0.00118701429908934	0.00620940660006616	-20.6778370144707	-1718	AHRR	+
chr7	22820454	22823453	+	0.00118704790015897	0.00620940660006616	-13.9748409485252	0	AC005682.2	+
