	T0	DAC_Rep1	DAC_Rep2	DMSO_Rep1	DMSO_Rep2
HEXIM1_+_43226233.23-P1P2	12	1	0	28	6
HEXIM2_-_43239317.23-P1	1	0	1	0	0
HEXIM2_-_43239355.23-P1	9	0	0	35	3
HEXIM2_+_43239715.23-P1	54	8	15	29	5
HEY1_-_80679595.23-P1P2	36	32	2	2	10
HEY1_+_80679905.23-P1P2	7	0	0	5	0
HEY2_-_126071241.23-P1P2	21	0	0	13	7
HEY2_+_126070784.23-P1P2	2	0	0	0	0
HEY2_+_126070806.23-P1P2	15	0	3	1	0
HEYL_-_40105268.23-P1P2	40	61	24	72	57
HFE_+_26087697.23-P1P2	17	0	0	9	7
HFE_+_26087700.23-P1P2	11	0	0	0	0
HFE_+_26087872.23-P1P2	9	0	1	9	5
HFE2_-_145413350.23-P1P2	0	6	0	0	0
HGD_-_120400664.23-P1P2	14	36	0	55	62
HGD_-_120400669.23-P1P2	17	0	0	6	16
HGD_-_120400829.23-P1P2	31	3	1	98	2
HGF_+_81399510.23-P1P2	134	22	7	21	39
HGFAC_-_3443888.23-P1P2	7	0	0	1	0
HGFAC_-_3444062.23-P1P2	0	2	0	18	13
HGFAC_+_3444091.23-P1P2	0	0	1	0	0
HGS_-_79651058.23-P1P2	1	0	0	0	0
HGS_+_79651094.23-P1P2	0	0	1	0	1
HGSNAT_-_42996100.23-P1P2	0	1	0	0	0
HGSNAT_+_42995823.23-P1P2	13	0	0	34	49
HGSNAT_+_42996023.23-P1P2	8	0	0	0	1
HHAT_-_210502321.23-P1P2	37	2	45	68	58
HHAT_+_210502345.23-P1P2	8	0	5	34	6
HHAT_+_210502348.23-P1P2	10	0	19	6	9
HHIP_+_145567349.23-P1P2	34	3	3	11	9
HHIPL1_+_100112110.23-P1P2	17	0	3	20	7
HHIPL2_-_222721367.23-P1P2	0	1	0	0	0
HHIPL2_-_222721372.23-P1P2	0	0	1	0	0
HIAT1_-_100503713.23-P1P2	12	7	0	25	1
HIAT1_+_100504048.23-P1P2	2	0	0	0	0
HIAT1_+_100504081.23-P1P2	0	2	0	0	0
HIATL1_-_97137339.23-P1P2	152	124	28	361	436
HIBADH_-_27702396.23-P1P2	0	1	0	0	0
HIBADH_+_27702417.23-P1P2	0	0	1	0	0
HIBCH_+_191184452.23-P1P2	0	0	0	1	0
HIC1_-_1958447.23-P1P2	2	0	0	0	0
HIC2_-_21771793.23-P1	0	0	2	0	0
HIC2_-_21771876.23-P1	26	0	0	27	5
HIC2_-_21772145.23-P1	0	1	3	0	0
HIC2_-_21775367.23-P2	31	11	16	2	18
HIC2_+_21771810.23-P1	1	0	0	0	0
HID1_-_72968369.23-P1P2	1	0	0	0	0
HIF1A_-_62162255.23-P1P2	0	1	0	0	0
HIF3A_-_46800336.23-P2	112	141	99	63	35
HIF3A_-_46800375.23-P2	0	0	0	0	1
HIF3A_+_46800715.23-P2	13	0	0	47	1
HIF3A_+_46801730.23-P1	11	9	0	21	4
HIF3A_+_46801750.23-P1	10	0	3	3	0
HIF3A_+_46801804.23-P1	11	0	22	1	5
HIGD1A_+_42845552.23-P1P2	52	1	67	48	24
HIGD2A_-_175816096.23-P1P2	6	1	0	0	0
HIGD2A_+_175816226.23-P1P2	2	0	0	0	14
HILPDA_+_128096005.23-P1P2	0	0	0	60	0
HINFP_+_118992458.23-P1P2	6	0	0	6	0
HINT1_-_130500928.23-P1P2	61	4	239	101	92
HINT1_-_130500946.23-P1P2	0	0	1	1	0
HINT2_+_35814857.23-P1P2	15	0	0	0	5
HINT3_+_126278367.23-P1P2	1	0	0	0	0
HIP1_+_75367748.23-P1P2	5	0	0	14	0
HIP1R_-_123320410.23-P1P2	11	19	0	0	0
HIP1R_+_123320035.23-P1P2	0	0	2	0	9
HIPK1_-_114472297.23-P1P2	43	54	11	190	30
HIPK1_+_114472488.23-P1P2	0	0	0	1	0
HIPK2_-_139477832.23-P1P2	0	0	1	0	0
HIPK3_-_33279241.23-P1	81	20	24	25	36
HIPK3_+_33279270.23-P1	0	0	2	0	1
HIPK4_-_40896070.23-P1P2	1	0	0	0	1
HIPK4_-_40896089.23-P1P2	6	7	0	5	0
HIRA_+_19418826.23-P2	1	0	0	0	0
HIRA_+_19419231.23-P2	0	0	0	1	0
HIRIP3_-_30006894.23-P1P2	17	0	0	2	0
HIRIP3_+_30006537.23-P1P2	2	0	0	0	0
HIRIP3_+_30006935.23-P1P2	2	0	0	0	0
HIST1H1A_+_26017527.23-P1P2	4	6	0	0	0
HIST1H1A_+_26017584.23-P1P2	26	3	17	13	3
HIST1H1B_-_27835308.23-P1P2	10	16	0	42	21
HIST1H1B_-_27835311.23-P1P2	2	0	0	0	0
HIST1H1B_+_27835120.23-P1P2	32	0	3	39	9
HIST1H1C_-_26056624.23-P1P2	32	0	74	67	26
HIST1H1C_+_26056289.23-P1P2	12	0	0	0	0
HIST1H1D_+_26234771.23-P1P2	0	0	0	0	1
HIST1H1E_-_26156984.23-P1P2	13	0	1	3	8
HIST1H1E_+_26156581.23-P1P2	2	0	0	0	0
HIST1H1T_+_26108016.23-P1P2	29	9	0	17	8
HIST1H1T_+_26108110.23-P1P2	45	10	16	53	14
HIST1H2AB_+_26033636.23-P1P2	35	0	37	16	17
HIST1H2AC_-_26124897.23-P1P2	0	1	0	0	0
HIST1H2AH_+_27115028.23-P1P2	10	5	0	6	0
HIST1H2AI_+_27775962.23-ENST00000358739.3	0	0	1	1	0
HIST1H2AL_-_27833556.23-ENST00000357320.2	19	0	0	58	8
HIST1H2AM_+_27860531.23-P1P2	0	0	1	0	0
HIST1H2BA_-_25727382.23-P1P2	74	50	31	80	130
HIST1H2BB_-_26043875.23-P1P2	1	0	0	0	0
HIST1H2BB_-_26043881.23-P1P2	27	26	56	19	2
HIST1H2BC_-_26123697.23-P1P2	0	0	0	0	1
HIST1H2BC_-_26123700.23-P1P2	38	0	0	14	25
HIST1H2BD_+_26158764.23-P1P2	22	3	1	22	20
HIST1H2BF_-_26199740.23-ENST00000359985.1	5	4	0	9	9
HIST1H2BF_-_26199826.23-ENST00000359985.1	67	55	4	54	44
HIST1H2BF_-_26200196.23-ENST00000359985.1	0	1	0	0	0
HIST1H2BH_-_26251847.23-P1P2	0	1	0	0	0
HIST1H2BH_-_26252283.23-P1P2	5	0	0	0	0
HIST1H2BI_-_26273620.23-ENST00000377733.2	10	4	0	0	0
HIST1H2BI_+_26273166.23-ENST00000377733.2	3	0	0	5	11
HIST1H2BK_-_27114650.23-P1P2	23	0	8	12	46
HIST1H2BL_-_27775094.23-P1P2	21	0	0	7	7
HIST1H2BM_-_27782796.23-P1P2	24	8	0	12	3
HIST1H2BM_+_27782830.23-P1P2	17	5	17	14	24
HIST1H2BM_+_27783318.23-P1P2	0	0	1	0	0
HIST1H2BN_-_27806374.23-P1P2	5	0	0	17	0
HIST1H2BN_-_27806378.23-P1P2	26	18	1	31	49
HIST1H2BN_+_27806409.23-P1P2	4	1	0	7	13
HIST1H2BN_+_27806412.23-P1P2	39	28	16	18	10
HIST1H2BO_-_27861252.23-P1P2	5	0	53	7	7
HIST1H2BO_+_27861613.23-P1P2	0	0	1	1	0
HIST1H3A_+_26021274.23-ENST00000357647.3	40	0	5	28	6
HIST1H3B_-_26032331.23-P1P2	31	0	0	0	15
HIST1H3C_+_26045714.23-ENST00000540144.1	0	0	0	0	1
HIST1H3C_+_26045763.23-ENST00000540144.1	0	1	0	0	0
HIST1H3E_-_26225385.23-ENST00000360408.1	2	0	0	0	0
HIST1H3F_-_26250690.23-ENST00000446824.2	8	0	3	0	0
HIST1H3F_+_26250884.23-ENST00000446824.2	107	200	45	59	19
HIST1H3G_+_26271198.23-ENST00000305910.3	20	0	6	17	12
HIST1H3H_-_27778270.23-ENST00000369163.2	4	61	48	16	0
HIST1H3J_-_27858247.23-ENST00000359303.2	1	0	0	0	0
HIST1H4A_-_26021934.23-ENST00000359907.3	8	0	0	0	0
HIST1H4A_+_26022106.23-ENST00000359907.3	12	0	0	2	9
HIST1H4B_-_26027388.23-ENST00000377364.3	2	0	0	1	0
HIST1H4B_+_26027446.23-ENST00000377364.3	1	0	0	0	0
HIST1H4C_-_26104188.23-P1P2	5	0	0	0	0
HIST1H4C_-_26104214.23-P1P2	13	0	0	69	5
HIST1H4D_-_26189479.23-ENST00000340756.2	1	0	0	0	0
HIST1H4D_+_26189260.23-ENST00000340756.2	76	6	0	40	80
HIST1H4D_+_26189264.23-ENST00000340756.2	11	16	17	18	17
HIST1H4E_-_26204861.23-P1P2	4	0	2	4	13
HIST1H4E_-_26204915.23-P1P2	5	0	0	0	12
HIST1H4E_-_26205293.23-P1P2	13	0	0	8	5
HIST1H4E_+_26204928.23-P1P2	43	50	0	41	6
HIST1H4G_+_26246906.23-ENST00000244537.4	1	0	0	6	1
HIST1H4G_+_26246982.23-ENST00000244537.4	0	0	1	0	0
HIST1H4H_+_26285698.23-ENST00000289352.1,ENST00000377727.1	0	0	0	1	0
HIST1H4I_-_27107106.23-ENST00000354348.2	7	0	0	0	0
HIST1H4I_-_27107114.23-ENST00000354348.2	0	1	0	0	0
HIST1H4I_+_27107077.23-ENST00000354348.2	21	12	56	4	17
HIST1H4I_+_27107376.23-ENST00000354348.2	16	0	88	45	42
HIST1H4J_-_27792293.23-P1P2	6	0	16	3	5
HIST1H4J_-_27792308.23-P1P2	2	69	0	0	2
HIST1H4J_-_27792535.23-P1P2	19	1	39	10	21
HIST1H4K_-_27798917.23-P1P2	0	0	0	1	0
HIST1H4K_+_27798936.23-P1P2	47	15	65	6	18
HIST1H4L_-_27840771.23-P1P2	6	0	0	0	0
HIST1H4L_+_27841118.23-P1P2	0	1	0	0	0
HIST2H2AC_+_149859036.23-P1P2	0	0	0	1	0
HIST2H2BE_-_149857735.23-P1P2	0	0	0	0	1
HIST2H2BE_-_149858212.23-P1P2	51	0	0	7	17
HIST2H2BE_+_149857751.23-P1P2	34	0	0	11	2
HIST2H2BF_-_149783941.23-P1P2	29	54	0	34	13
HIST2H3D_-_149784861.23-ENST00000331491.1	57	17	0	44	52
HIST2H3D_+_149785160.23-ENST00000331491.1	18	17	0	19	4
HIST2H4B_+_149832653.23-ENST00000369157.2,ENST00000392932.4,ENST00000392933.1	19	2	9	20	3
HIST3H2A_-_228645575.23-P1P2	1	0	0	25	14
HIST3H2A_-_228645605.23-P1P2	0	0	1	0	0
HIST3H2BB_+_228645833.23-P1P2	5	1	12	0	0
HIST3H2BB_+_228645843.23-P1P2	28	13	13	8	9
HIST3H3_+_228613060.23-P1P2	7	0	0	0	0
HIST4H4_+_14923998.23-ENST00000539745.1	17	0	57	22	18
HIVEP1_-_12012282.23-P1P2	4	12	7	23	14
HIVEP1_+_12012188.23-P1P2	4	0	3	2	1
HIVEP1_+_12012191.23-P1P2	9	1	43	3	0
HIVEP2_-_143265964.23-P1P2	17	1	3	37	19
HIVEP2_+_143266330.23-P1P2	15	14	13	1	0
HIVEP3_+_42166222.23-ENST00000247584.5,ENST00000429157.2	0	1	0	0	0
HJURP_-_234763148.23-P1P2	6	0	0	0	0
HK1_-_71078648.23-P1	0	1	0	0	0
HK1_+_71079028.23-P1	0	1	0	0	0
HK2_-_75061288.23-P1P2	1	0	0	0	0
HK2_+_75061095.23-P1P2	49	0	0	15	0
HK2_+_75061648.23-P1P2	1	0	0	0	0
HKDC1_-_70980107.23-P1P2	0	0	41	0	0
HKDC1_-_70980151.23-P1P2	2	0	0	2	1
HKDC1_+_70980160.23-P1P2	7	3	8	16	3
HKR1_-_37808809.23-P1	28	0	9	5	13
HKR1_-_37809189.23-P1	31	50	12	5	9
HKR1_-_37825595.23-P2	19	0	82	40	20
HKR1_+_37808883.23-P1	20	75	2	19	27
HKR1_+_37825979.23-P2	37	24	77	16	6
HLA-A_-_29911131.23-P1P2	85	0	4	14	58
HLA-A_+_29910324.23-P1P2	1	0	0	0	0
HLA-B_-_31324642.23-P1P2	0	1	0	0	0
HLA-B_+_31324842.23-P1P2	4	0	2	9	0
HLA-C_-_31239111.23-P1P2	0	1	0	0	0
HLA-C_-_31239234.23-P1P2	1	40	1	2	0
HLA-DMA_-_32935820.23-P2	0	0	0	0	4
HLA-DMB_-_32908427.23-P1P2	54	0	0	16	50
HLA-DOA_-_32976920.23-P1P2	0	0	0	1	0
HLA-DOB_-_32784370.23-P1P2	0	0	0	4	0
HLA-DOB_-_32784388.23-P1P2	5	0	0	0	2
HLA-DPA1_-_33041403.23-P1	0	0	1	0	0
HLA-DPB1_+_33043816.23-P1	0	1	0	1	0
HLA-DPB1_+_33048193.23-P2	0	0	1	0	0
HLA-DQA1_-_32605622.23-P1P2	18	9	4	23	7
HLA-DQA1_+_32605477.23-P1P2	21	0	1	13	18
HLA-DQA1_+_32605559.23-P1P2	15	0	0	7	4
HLA-DQA2_+_32709257.23-P1P2	0	0	0	1	0
HLA-DQB2_+_32730857.23-P1P2	8	13	0	22	9
HLA-DQB2_+_32730867.23-P1P2	11	0	0	0	2
HLA-DQB2_+_32731250.23-P1P2	0	0	19	0	7
HLA-DRA_-_32410412.23-P2	13	0	0	99	8
HLA-DRA_-_32410740.23-P2	18	0	0	0	0
HLA-DRA_+_32407731.23-P1	7	3	0	0	0
HLA-DRA_+_32410464.23-P2	20	0	0	0	0
HLA-DRB1_+_32557601.23-P1P2	0	0	1	9	23
HLA-DRB5_+_32497690.23-P1P2	36	0	0	92	29
HLA-F_-_29691397.23-P1P2	0	0	0	1	0
HLA-F_-_29691627.23-P1P2	17	3	0	45	4
HLA-F_+_29691662.23-P1P2	3	1	0	1	0
HLA-G_-_29795957.23-P1P2	9	0	0	0	2
HLA-G_-_29796026.23-P1P2	5	1	0	22	7
HLA-G_+_29795588.23-P1P2	5	0	0	0	0
HLCS_-_38362080.23-P2	0	0	0	0	1
HLF_-_53345182.23-P2	33	10	63	14	6
HLF_+_53345433.23-P2	10	12	0	13	0
HLX_-_221053194.23-P1P2	7	0	0	0	0
HLX_+_221053029.23-P1P2	0	0	0	2	0
HLX_+_221053233.23-P1P2	0	0	0	1	0
HLX_+_221053243.23-P1P2	8	0	0	6	0
HM13_+_30102656.23-P1P2	5	2	0	4	11
HMBOX1_-_28748340.23-P1P2	5	5	19	1	0
HMBS_-_118956000.23-P1	16	4	0	44	21
HMBS_-_118958796.23-P2	0	0	0	0	2
HMBS_+_118955645.23-P1	14	1	0	0	6
HMBS_+_118958732.23-P2	7	0	0	0	1
HMBS_+_118958814.23-P2	8	0	0	9	23
HMCN1_-_185703575.23-P1P2	0	0	1	0	0
HMG20A_-_77713273.23-P1P2	23	8	4	28	8
HMG20B_-_3572967.23-P1	9	0	0	27	21
HMG20B_-_3573028.23-P1	0	7	7	0	9
HMG20B_-_3574408.23-P2	16	0	0	3	2
HMG20B_-_3574459.23-P2	1	0	0	32	24
HMG20B_+_3573002.23-P1	3	0	0	4	0
HMG20B_+_3573395.23-P1	4	0	0	0	0
HMG20B_+_3574380.23-P2	5	0	0	0	0
HMGA1_+_34204661.23-P1P2	8	0	4	7	4
HMGB1_-_31191309.23-P2	0	0	1	0	0
HMGB1_-_31191447.23-P2	3	0	0	0	0
HMGB1_+_31039659.23-P1	33	25	0	22	20
HMGB1_+_31191616.23-P2	29	4	1	3	2
HMGB2_-_174255470.23-P1P2	21	0	0	13	7
HMGB2_+_174255103.23-P1P2	10	0	0	0	1
HMGB3_-_150151849.23-P1P2	22	0	0	17	11
HMGB3_-_150152173.23-P1P2	89	1	0	1	11
HMGB3_-_150152195.23-P1P2	0	1	0	1	1
HMGB3_+_150151805.23-P1P2	13	8	4	29	6
HMGB4_-_34329734.23-P1P2	4	0	0	2	0
HMGB4_-_34330152.23-P1P2	25	67	2	31	16
HMGCL_+_24151864.23-P1P2	6	0	0	0	3
HMGCL_+_24151875.23-P1P2	80	49	6	7	10
HMGCL_+_24151890.23-P1P2	62	5	6	51	44
HMGCLL1_-_55443546.23-P1P2	54	41	21	26	60
HMGCLL1_-_55443857.23-P1P2	108	45	46	84	56
HMGCR_-_74633122.23-P1P2	4	0	0	0	0
HMGCR_+_74633053.23-P1P2	10	0	0	0	0
HMGCS2_-_120311066.23-P1P2	2	0	0	0	4
HMGN1_-_40720508.23-P1P2	16	12	15	18	15
HMGN1_-_40720557.23-P1P2	30	43	0	0	13
HMGN1_+_40720543.23-P1P2	4	0	0	0	0
HMGN2_-_26798921.23-P1P2	8	0	0	10	1
HMGN2_+_26799307.23-P1P2	0	1	1	0	0
HMGN2_+_26799342.23-P1P2	51	0	5	30	12
HMGN2_+_26799428.23-P1P2	37	9	10	4	5
HMGN3_+_79944158.23-P1P2	1	0	0	0	0
HMGN3_+_79944392.23-P1P2	1	1	0	1	0
HMGN4_+_26538654.23-P1P2	18	0	0	16	6
HMGN4_+_26538660.23-P1P2	25	0	2	11	5
HMGN5_+_80457063.23-ENST00000358130.2	7	0	0	1	0
HMGN5_+_80457482.23-ENST00000358130.2	1	0	0	0	0
HMGXB3_+_149380281.23-P1P2	36	0	0	0	9
HMGXB3_+_149380346.23-P1P2	0	0	2	0	0
HMGXB4_-_35653556.23-P1P2	14	0	0	0	3
HMHB1_-_143192204.23-P1P2	35	150	0	11	5
HMMR_-_162887713.23-P1P2	9	0	0	1	0
HMMR_-_162887766.23-P1P2	3	0	0	0	0
HMMR_-_162888035.23-P1P2	17	23	0	11	10
HMMR_+_162887702.23-P1P2	3	3	0	0	14
HMOX1_-_35777165.23-P1	0	0	0	0	1
HMOX1_+_35777573.23-P1	55	280	20	49	40
HMOX1_+_35783035.23-P2	0	0	0	1	0
HMOX2_+_4526391.23-P1	23	49	13	2	23
HMOX2_+_4526421.23-P1	105	18	102	83	60
HMP19_+_173472715.23-P1P2	7	0	0	7	7
HMSD_+_61616587.23-P1P2	1	0	0	0	0
HMSD_+_61616591.23-P1P2	0	0	0	0	1
HMX1_+_8873204.23-P1P2	55	52	8	51	13
HMX1_+_8873571.23-P1P2	95	195	52	126	68
HMX2_-_124907719.23-P1P2	26	38	0	0	4
HMX2_-_124908069.23-P1P2	1	1	0	0	0
HMX3_+_124895919.23-P1P2	4	0	0	0	0
HN1_+_73150580.23-P1P2	7	0	0	0	0
HN1L_-_1728328.23-P1P2	39	16	3	9	48
HN1L_+_1728324.23-P1P2	37	3	10	16	26
HNF1B_-_36105034.23-P1P2	10	98	0	34	16
HNF4A_-_43029982.23-P1P2	43	30	10	22	10
HNF4A_-_43030308.23-P1P2	5	0	1	8	9
HNF4A_-_43030337.23-P1P2	1	0	0	0	0
HNF4G_-_76320290.23-P1	18	0	1	25	13
HNF4G_+_76320311.23-P1	40	39	0	69	42
HNMT_+_138722132.23-P1P2	0	0	1	0	0
HNRNPA0_-_137089993.23-P1P2	16	0	7	0	0
HNRNPA0_+_137090040.23-P1P2	0	0	1	0	0
HNRNPA1_-_54674972.23-P1P2	15	1	1	14	0
HNRNPA1_+_54674930.23-P1P2	26	1	7	0	0
HNRNPA1L2_-_53191676.23-P2	33	0	3	49	19
HNRNPA1L2_+_53191668.23-P2	20	0	6	58	53
HNRNPA2B1_+_26240367.23-P1P2	18	8	0	28	20
HNRNPA2B1_+_26240382.23-P1P2	8	0	0	65	11
HNRNPA3_-_178077609.23-P1P2	48	1	4	36	39
HNRNPAB_-_177631525.23-P1P2	0	1	0	0	0
HNRNPC_-_21737369.23-P1P2	2	0	0	11	1
HNRNPC_+_21737166.23-P1P2	24	0	0	18	29
HNRNPC_+_21737602.23-P1P2	73	50	0	109	63
HNRNPD_+_83294655.23-P1P2	0	0	3	0	0
HNRNPD_+_83295094.23-P1P2	0	0	0	0	4
HNRNPD_+_83295100.23-P1P2	14	19	0	22	23
HNRNPDL_-_83350562.23-P1P2	2	0	0	0	0
HNRNPDL_+_83350129.23-P1P2	0	0	0	0	1
HNRNPF_-_43903190.23-P2	16	3	0	9	16
HNRNPF_-_43904593.23-P1	1	1	0	1	0
HNRNPF_+_43904182.23-P1	0	0	0	1	0
HNRNPF_+_43904577.23-P1	26	6	0	10	23
HNRNPH1_-_179050254.23-P1P2	75	11	139	145	28
HNRNPH1_-_179050267.23-P1P2	1	1	0	0	0
HNRNPH2_+_100663436.23-P1P2	1	0	0	0	0
HNRNPK_+_86595516.23-P1P2	26	14	50	22	24
HNRNPL_-_39340587.23-P1	14	0	0	17	1
HNRNPL_-_39342753.23-P2	0	0	1	0	0
HNRNPM_-_8509888.23-P1	3	0	0	0	2
HNRNPM_-_8509936.23-P1	0	0	0	0	1
HNRNPM_-_8509939.23-P1	2	0	0	0	3
HNRNPM_+_8536305.23-P2	33	14	0	32	25
HNRNPM_+_8536707.23-P2	0	0	0	1	0
HNRNPM_+_8536710.23-P2	1	0	0	0	0
HNRNPR_-_23670308.23-P1P2	10	7	0	4	0
HNRNPR_-_23670707.23-P1P2	9	1	0	1	4
HNRNPU_+_245027753.23-P1P2	15	8	12	5	3
HNRNPUL1_-_41770613.23-P1P2	1	0	0	0	0
HNRNPUL1_-_41770679.23-P1P2	0	0	0	1	0
HNRNPUL1_-_41770814.23-P1P2	60	11	0	251	173
HOMER1_+_78810240.23-P1P2	0	0	1	3	3
HOMER3_+_19051592.23-P1P2	13	0	0	0	0
HOMER3_+_19051615.23-P1P2	1	0	0	0	2
HOMER3_+_19052030.23-P1P2	1	0	2	0	0
HOMEZ_-_23755265.23-P1P2	13	7	10	28	12
HOOK1_-_60280742.23-P1P2	2	23	1	7	0
HOOK1_-_60281031.23-P1P2	3	0	0	17	0
HOOK1_+_60280967.23-P1P2	0	0	0	1	0
HOOK2_-_12876939.23-P2	5	0	22	1	9
HOOK2_-_12877176.23-P2	0	1	1	0	0
HOOK2_-_12877202.23-P2	97	80	104	116	51
HOOK2_-_12886169.23-P1	10	0	3	16	8
HOOK3_-_42752150.23-P1P2	1	0	0	0	0
HOOK3_-_42752580.23-P1P2	11	59	1	19	16
HOPX_-_57521797.23-P2	42	0	0	2	0
HOPX_-_57521808.23-P2	14	0	6	23	0
HOPX_-_57547423.23-P1	0	1	0	0	0
HOPX_-_57547452.23-P1	24	0	1	12	2
HOPX_+_57521762.23-P2	147	46	0	143	72
HOPX_+_57522132.23-P2	0	0	0	1	1
HOPX_+_57547383.23-P1	1	0	0	0	0
HOXA1_+_27135165.23-P1P2	59	33	0	31	83
HOXA1_+_27135364.23-P1P2	6	0	0	4	0
HOXA10_-_27213561.23-P1P2	2	0	5	3	20
HOXA11_-_27224407.23-P1P2	25	0	0	8	6
HOXA11_-_27224428.23-P1P2	36	18	11	26	30
HOXA13_-_27239301.23-P1P2	13	0	0	0	7
HOXA13_-_27239669.23-P1P2	14	0	18	6	10
HOXA13_-_27239672.23-P1P2	6	0	0	0	0
HOXA2_+_27141812.23-P1P2	36	0	32	54	27
HOXA2_+_27141828.23-P1P2	28	0	14	37	10
HOXA2_+_27141916.23-P1P2	6	0	0	2	0
HOXA3_-_27153372.23-P2	0	0	0	1	0
HOXA3_-_27153464.23-P2	0	0	0	1	0
HOXA4_-_27170140.23-P1P2	85	72	32	77	22
HOXA4_-_27170297.23-P1P2	37	52	7	19	28
HOXA5_-_27182864.23-P1P2	0	0	0	0	1
HOXA5_+_27183074.23-P1P2	15	0	1	7	0
HOXA5_+_27183089.23-P1P2	70	8	18	71	73
HOXA6_-_27190224.23-P1P2	0	0	0	1	0
HOXA6_+_27190488.23-P1P2	1	0	0	0	0
HOXA7_-_27195804.23-P1P2	37	4	37	54	22
HOXA7_+_27195844.23-P1P2	20	0	2	14	6
HOXA7_+_27196242.23-P1P2	0	0	1	0	0
HOXA9_-_27204736.23-P1P2	8	0	0	3	0
HOXB1_-_46608351.23-P1P2	2	0	0	0	12
HOXB1_+_46607940.23-P1P2	22	6	26	8	4
HOXB13_-_46805837.23-P1P2	41	28	0	1	0
HOXB2_-_46622058.23-P1P2	67	22	3	59	24
HOXB2_+_46623146.23-P1P2	25	26	238	19	15
HOXB3_+_46667153.23-P1P2	7	6	0	10	12
HOXB3_+_46667384.23-P1P2	8	8	0	0	0
HOXB4_+_46655211.23-P1P2	2	0	0	0	0
HOXB5_-_46670696.23-P1P2	2	0	0	0	0
HOXB6_-_46675345.23-P2	7	0	9	7	6
HOXB6_-_46682331.23-P1	0	0	0	1	0
HOXB6_+_46675533.23-P2	24	21	0	2	6
HOXB6_+_46681944.23-P1	2	0	0	0	3
HOXB7_-_46687712.23-P1P2	15	0	2	1	0
HOXB7_+_46687925.23-P1P2	16	0	0	0	0
HOXB7_+_46687937.23-P1P2	57	61	0	29	20
HOXB8_-_46690790.23-P1	8	36	6	32	20
HOXB8_-_46690800.23-P1	43	6	0	16	11
HOXB8_-_46690848.23-P1	14	4	4	3	0
HOXB8_-_46692110.23-P2	1	0	0	0	0
HOXB9_-_46703716.23-P1P2	20	0	1	8	1
HOXB9_+_46703708.23-P1P2	2	0	0	1	6
HOXC10_-_54378980.23-P1P2	16	3	0	12	8
HOXC11_-_54367389.23-P1P2	7	0	0	0	0
HOXC11_+_54367148.23-P1P2	3	0	0	0	0
HOXC12_+_54348738.23-P1P2	46	0	126	71	23
HOXC12_+_54348911.23-P1P2	0	0	0	0	1
HOXC13_+_54332633.23-P1P2	6	0	0	0	0
HOXC4_-_54447648.23-ENST00000430889.2	5	0	0	0	1
HOXC8_-_54403165.23-P1P2	113	122	3	33	26
HOXC8_+_54402790.23-P1P2	0	0	1	0	0
HOXC9_+_54394179.23-P1P2	10	1	0	0	0
HOXD1_-_177053402.23-P1P2	4	0	0	0	0
HOXD1_-_177053406.23-P1P2	6	0	28	0	0
HOXD1_-_177053454.23-P1P2	0	1	1	0	0
HOXD10_-_176973562.23-P1	0	1	0	0	0
HOXD10_+_176973527.23-P1	17	38	6	40	9
HOXD10_+_176973611.23-P1	39	1	0	8	20
HOXD11_+_176969273.23-P1P2	1	0	0	0	0
HOXD13_-_176957538.23-P1P2	41	0	71	7	7
HOXD13_+_176957845.23-P1P2	6	0	26	0	1
HOXD13_+_176957853.23-P1P2	2	22	0	0	12
HOXD4_-_177016400.23-P1P2	15	0	0	0	4
HOXD4_-_177016551.23-P1P2	21	0	2	11	8
HOXD4_-_177016768.23-P1P2	55	187	2	33	11
HOXD8_-_176995362.23-P1P2	0	0	0	1	0
HOXD8_+_176994430.23-P1P2	1	0	0	0	0
HOXD9_-_176987507.23-P1P2	0	0	0	0	1
HP1BP3_-_21113107.23-P1P2	33	48	22	28	43
HP1BP3_+_21113778.23-P1P2	0	1	0	0	0
HPCA_-_33352546.23-P1P2	10	0	2	7	1
HPCA_+_33352081.23-P1P2	0	7	0	1	0
HPCA_+_33352104.23-P1P2	5	0	0	0	0
HPDL_-_45792968.23-P1P2	1	0	0	0	0
HPDL_-_45793022.23-P1P2	14	138	1	17	0
HPDL_+_45792592.23-P1P2	3	1	1	0	0
HPDL_+_45793012.23-P1P2	2	12	0	0	0
HPGD_-_175443168.23-P1P2	21	30	1	8	0
HPGD_-_175443474.23-P1P2	1	0	0	0	0
HPGD_+_175443421.23-P1P2	3	0	0	0	12
HPGD_+_175443549.23-P1P2	0	0	1	0	0
HPGDS_-_95263807.23-P1P2	26	1	0	2	4
HPN_+_35532619.23-P1	6	0	0	1	1
HPN_+_35540590.23-P2	1	0	0	0	0
HPR_-_72088662.23-P1P2	2	0	0	0	0
HPR_+_72088846.23-P1P2	39	8	25	13	34
HPRT1_+_133594305.23-P1P2	100	5	0	38	100
HPRT1_+_133594783.23-P1P2	0	0	0	1	0
HPS1_+_100206260.23-P1P2	0	0	0	0	10
HPS1_+_100206285.23-P1P2	0	0	1	0	0
HPS1_+_100206634.23-P1P2	12	0	25	0	0
HPS4_-_26879547.23-P1P2	27	0	37	6	14
HPS4_+_26879709.23-P1P2	33	99	0	1	9
HPS4_+_26879722.23-P1P2	6	0	0	0	1
